"id","displayName","brand","merchant","category","price","asin","imageUrl","imageUrlHostname","imageUrlMatchesMerchantDomain","purchaseUrl","resolvedUrl","hasPurchaseUrl","validUrl","hostname","merchantMatchesDomain","affiliateRuleConfigured","affiliateMarkerPresent","placeholderAffiliateTag","duplicateRawUrl","suspiciousUrl","runtimeAffiliateMarkerPresent","imageUrlPresent","active","swipeEligible","imageApproved","isCurated","duplicateTitleFields","duplicateTitleFieldValuesDiffer","titleFieldsPresent","suspiciousBrandValue","status","launchStatus","manualReady","notes","launchNotes","manualOpened","manualPageLoads","manualRightProduct","manualRightRetailer","manualNo404","manualNoWeirdRedirect","manualMobileIssue","manualFixNeeded","manualNotes"
"JZEy8zMjymcyp4KsLqSL","Modern Indoor Plant","SwipeShop Studio","Amazon","plants","30.99","","https://picsum.photos/seed/plants_13/600/600","picsum.photos","no","https://www.amazon.ca/s?k=Modern%20Indoor%20Plant%20SwipeShop%20Studio%20plants","https://www.amazon.ca/s?k=Modern%20Indoor%20Plant%20SwipeShop%20Studio%20plants","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","yes","yes","no","no","no","yes","no","displayName; name; title","yes","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate raw purchaseUrl used by multiple products; imageUrl domain differs from merchant domain: picsum.photos; Not swipe eligible; imageApproved is false; isCurated is false; duplicate title/displayName/name fields: displayName, name, title; brand may need verification: SwipeShop Studio","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"K0pANLIg63aqCvJZn5BG","Minimal Pendant Light","SwipeShop Studio","Amazon","lighting","76.99","","https://picsum.photos/seed/lighting_60/600/600","picsum.photos","no","https://www.amazon.ca/s?k=Minimal%20Pendant%20Light%20SwipeShop%20Studio%20lighting","https://www.amazon.ca/s?k=Minimal%20Pendant%20Light%20SwipeShop%20Studio%20lighting","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","yes","yes","no","no","no","yes","no","displayName; name; title","yes","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate raw purchaseUrl used by multiple products; imageUrl domain differs from merchant domain: picsum.photos; Not swipe eligible; imageApproved is false; isCurated is false; duplicate title/displayName/name fields: displayName, name, title; brand may need verification: SwipeShop Studio","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"K4LYrvjpYtwWgNLJxhjz","Bold Ceramic Set","SwipeShop Studio","Amazon","storage","25.99","","https://picsum.photos/seed/kitchen_decor_133/600/600","picsum.photos","no","https://www.amazon.ca/s?k=Bold%20Ceramic%20Set%20SwipeShop%20Studio%20kitchen_decor","https://www.amazon.ca/s?k=Bold%20Ceramic%20Set%20SwipeShop%20Studio%20kitchen_decor","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","yes","yes","no","no","no","yes","no","displayName; name; title","yes","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate raw purchaseUrl used by multiple products; imageUrl domain differs from merchant domain: picsum.photos; Not swipe eligible; imageApproved is false; isCurated is false; duplicate title/displayName/name fields: displayName, name, title; brand may need verification: SwipeShop Studio","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"KAJANlCjjlfvv4RTSVdk","Classic Planter","SwipeShop Studio","Amazon","plants","45.99","","https://picsum.photos/seed/plants_68/600/600","picsum.photos","no","https://www.amazon.ca/s?k=Classic%20Planter%20SwipeShop%20Studio%20plants","https://www.amazon.ca/s?k=Classic%20Planter%20SwipeShop%20Studio%20plants","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","yes","yes","no","no","no","yes","no","displayName; name; title","yes","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate raw purchaseUrl used by multiple products; imageUrl domain differs from merchant domain: picsum.photos; Not swipe eligible; imageApproved is false; isCurated is false; duplicate title/displayName/name fields: displayName, name, title; brand may need verification: SwipeShop Studio","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"KCJ1sVhx7Z0ucA1dJ2kn","Cozy Serving Tray","SwipeShop Studio","Amazon","storage","37.99","","https://picsum.photos/seed/kitchen_decor_197/600/600","picsum.photos","no","https://www.amazon.ca/s?k=Cozy%20Serving%20Tray%20SwipeShop%20Studio%20kitchen_decor","https://www.amazon.ca/s?k=Cozy%20Serving%20Tray%20SwipeShop%20Studio%20kitchen_decor","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","yes","yes","no","no","no","yes","no","displayName; name; title","yes","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate raw purchaseUrl used by multiple products; imageUrl domain differs from merchant domain: picsum.photos; Not swipe eligible; imageApproved is false; isCurated is false; duplicate title/displayName/name fields: displayName, name, title; brand may need verification: SwipeShop Studio","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"KGZPWTXWk7fTo9agooN6","Minimal Area Rug","SwipeShop Studio","Amazon","storage","94.99","","https://picsum.photos/seed/rugs_76/600/600","picsum.photos","no","https://www.amazon.ca/s?k=Minimal%20Area%20Rug%20SwipeShop%20Studio%20rugs","https://www.amazon.ca/s?k=Minimal%20Area%20Rug%20SwipeShop%20Studio%20rugs","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","yes","yes","no","no","no","yes","no","displayName; name; title","yes","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate raw purchaseUrl used by multiple products; imageUrl domain differs from merchant domain: picsum.photos; Not swipe eligible; imageApproved is false; isCurated is false; duplicate title/displayName/name fields: displayName, name, title; brand may need verification: SwipeShop Studio","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"KHUUtQvdJQhxAXcYS5vp","Neutral Wool Rug","SwipeShop Studio","Amazon","storage","100.99","","https://picsum.photos/seed/rugs_98/600/600","picsum.photos","no","https://www.amazon.ca/s?k=Neutral%20Wool%20Rug%20SwipeShop%20Studio%20rugs","https://www.amazon.ca/s?k=Neutral%20Wool%20Rug%20SwipeShop%20Studio%20rugs","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","yes","yes","no","no","no","yes","no","displayName; name; title","yes","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate raw purchaseUrl used by multiple products; imageUrl domain differs from merchant domain: picsum.photos; Not swipe eligible; imageApproved is false; isCurated is false; duplicate title/displayName/name fields: displayName, name, title; brand may need verification: SwipeShop Studio","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"KYOsMCS5viqcBDLglZkI","Classic Canvas Art","SwipeShop Studio","Amazon","wall-decor","60.99","","https://picsum.photos/seed/wall_art_68/600/600","picsum.photos","no","https://www.amazon.ca/s?k=Classic%20Canvas%20Art%20SwipeShop%20Studio%20wall_art","https://www.amazon.ca/s?k=Classic%20Canvas%20Art%20SwipeShop%20Studio%20wall_art","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","yes","yes","no","no","no","yes","no","displayName; name; title","yes","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate raw purchaseUrl used by multiple products; imageUrl domain differs from merchant domain: picsum.photos; Not swipe eligible; imageApproved is false; isCurated is false; duplicate title/displayName/name fields: displayName, name, title; brand may need verification: SwipeShop Studio","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"Kgb9zDaaMSdrVFIEbEgU","Cozy Pillow Set","SwipeShop Studio","Amazon","cozy-bedroom","69.99","","https://picsum.photos/seed/bedding_11/600/600","picsum.photos","no","https://www.amazon.ca/s?k=Cozy%20Pillow%20Set%20SwipeShop%20Studio%20bedding","https://www.amazon.ca/s?k=Cozy%20Pillow%20Set%20SwipeShop%20Studio%20bedding","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","yes","yes","no","no","no","yes","no","displayName; name; title","yes","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate raw purchaseUrl used by multiple products; imageUrl domain differs from merchant domain: picsum.photos; Not swipe eligible; imageApproved is false; isCurated is false; duplicate title/displayName/name fields: displayName, name, title; brand may need verification: SwipeShop Studio","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"L6ahdqndO94vzhPw2DxP","Classic Side Table","SwipeShop Studio","Amazon","storage","132.99","","https://picsum.photos/seed/tables_182/600/600","picsum.photos","no","https://www.amazon.ca/s?k=Classic%20Side%20Table%20SwipeShop%20Studio%20tables","https://www.amazon.ca/s?k=Classic%20Side%20Table%20SwipeShop%20Studio%20tables","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","yes","yes","no","no","no","yes","no","displayName; name; title","yes","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate raw purchaseUrl used by multiple products; imageUrl domain differs from merchant domain: picsum.photos; Not swipe eligible; imageApproved is false; isCurated is false; duplicate title/displayName/name fields: displayName, name, title; brand may need verification: SwipeShop Studio","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"L76nDqmtfHrtOSVCVBnm","Bold Area Rug","SwipeShop Studio","Amazon","storage","82.99","","https://picsum.photos/seed/rugs_152/600/600","picsum.photos","no","https://www.amazon.ca/s?k=Bold%20Area%20Rug%20SwipeShop%20Studio%20rugs","https://www.amazon.ca/s?k=Bold%20Area%20Rug%20SwipeShop%20Studio%20rugs","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","yes","yes","no","no","no","yes","no","displayName; name; title","yes","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate raw purchaseUrl used by multiple products; imageUrl domain differs from merchant domain: picsum.photos; Not swipe eligible; imageApproved is false; isCurated is false; duplicate title/displayName/name fields: displayName, name, title; brand may need verification: SwipeShop Studio","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"LDRTDGuqUeVfCRC55ko7","Cozy Pendant Light","SwipeShop Studio","Amazon","lighting","73.99","","https://picsum.photos/seed/lighting_199/600/600","picsum.photos","no","https://www.amazon.ca/s?k=Cozy%20Pendant%20Light%20SwipeShop%20Studio%20lighting","https://www.amazon.ca/s?k=Cozy%20Pendant%20Light%20SwipeShop%20Studio%20lighting","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","yes","yes","no","no","no","yes","no","displayName; name; title","yes","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate raw purchaseUrl used by multiple products; imageUrl domain differs from merchant domain: picsum.photos; Not swipe eligible; imageApproved is false; isCurated is false; duplicate title/displayName/name fields: displayName, name, title; brand may need verification: SwipeShop Studio","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"LE9HwXcUQqeTSAesuZfV","Minimal Bench","SwipeShop Studio","Amazon","storage","164.99","","https://picsum.photos/seed/seating_176/600/600","picsum.photos","no","https://www.amazon.ca/s?k=Minimal%20Bench%20SwipeShop%20Studio%20seating","https://www.amazon.ca/s?k=Minimal%20Bench%20SwipeShop%20Studio%20seating","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","yes","yes","no","no","no","yes","no","displayName; name; title","yes","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate raw purchaseUrl used by multiple products; imageUrl domain differs from merchant domain: picsum.photos; Not swipe eligible; imageApproved is false; isCurated is false; duplicate title/displayName/name fields: displayName, name, title; brand may need verification: SwipeShop Studio","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"LF2LvGG71HjoINbYdsiO","Cozy Side Table","SwipeShop Studio","Amazon","storage","138.99","","https://picsum.photos/seed/tables_124/600/600","picsum.photos","no","https://www.amazon.ca/s?k=Cozy%20Side%20Table%20SwipeShop%20Studio%20tables","https://www.amazon.ca/s?k=Cozy%20Side%20Table%20SwipeShop%20Studio%20tables","yes","yes","www.amazon.ca","yes","yes","no","no","no","no","no","yes","yes","no","no","no","yes","no","displayName; name; title","yes","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); imageUrl domain differs from merchant domain: picsum.photos; Not swipe eligible; imageApproved is false; isCurated is false; duplicate title/displayName/name fields: displayName, name, title; brand may need verification: SwipeShop Studio","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"LI7ZfLBH135WxWtCeNjE","Soft Stool","SwipeShop Studio","Amazon","storage","161.99","","https://picsum.photos/seed/seating_165/600/600","picsum.photos","no","https://www.amazon.ca/s?k=Soft%20Stool%20SwipeShop%20Studio%20seating","https://www.amazon.ca/s?k=Soft%20Stool%20SwipeShop%20Studio%20seating","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","yes","yes","no","no","no","yes","no","displayName; name; title","yes","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate raw purchaseUrl used by multiple products; imageUrl domain differs from merchant domain: picsum.photos; Not swipe eligible; imageApproved is false; isCurated is false; duplicate title/displayName/name fields: displayName, name, title; brand may need verification: SwipeShop Studio","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"LMCI0j7Dpa9cVHa7HVVx","Soft Wall Mirror","SwipeShop Studio","Amazon","mirrors","65.99","","https://picsum.photos/seed/mirrors_63/600/600","picsum.photos","no","https://www.amazon.ca/s?k=Soft%20Wall%20Mirror%20SwipeShop%20Studio%20mirrors","https://www.amazon.ca/s?k=Soft%20Wall%20Mirror%20SwipeShop%20Studio%20mirrors","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","yes","yes","no","no","no","yes","no","displayName; name; title","yes","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate raw purchaseUrl used by multiple products; imageUrl domain differs from merchant domain: picsum.photos; Not swipe eligible; imageApproved is false; isCurated is false; duplicate title/displayName/name fields: displayName, name, title; brand may need verification: SwipeShop Studio","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"LTcHCvYvOvQiXieuYu4U","Classic Wool Rug","SwipeShop Studio","Amazon","storage","79.99","","https://picsum.photos/seed/rugs_41/600/600","picsum.photos","no","https://www.amazon.ca/s?k=Classic%20Wool%20Rug%20SwipeShop%20Studio%20rugs","https://www.amazon.ca/s?k=Classic%20Wool%20Rug%20SwipeShop%20Studio%20rugs","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","yes","yes","no","no","no","yes","no","displayName; name; title","yes","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate raw purchaseUrl used by multiple products; imageUrl domain differs from merchant domain: picsum.photos; Not swipe eligible; imageApproved is false; isCurated is false; duplicate title/displayName/name fields: displayName, name, title; brand may need verification: SwipeShop Studio","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"LUkkAj8Wd6ZOKGw1nVjB","Soft Planter","SwipeShop Studio","Amazon","plants","51.99","","https://picsum.photos/seed/plants_120/600/600","picsum.photos","no","https://www.amazon.ca/s?k=Soft%20Planter%20SwipeShop%20Studio%20plants","https://www.amazon.ca/s?k=Soft%20Planter%20SwipeShop%20Studio%20plants","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","yes","yes","no","no","no","yes","no","displayName; name; title","yes","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate raw purchaseUrl used by multiple products; imageUrl domain differs from merchant domain: picsum.photos; Not swipe eligible; imageApproved is false; isCurated is false; duplicate title/displayName/name fields: displayName, name, title; brand may need verification: SwipeShop Studio","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"Lb9wEg1Rc1MHoOzWOYEX","Abstract Canvas Print","SwipeShop Studio","Amazon","wall-decor","39.99","","https://picsum.photos/seed/wall_art_01/600/600","picsum.photos","no","https://www.amazon.ca/s?k=Abstract%20Canvas%20Print%20SwipeShop%20Studio%20Wall%20Art","https://www.amazon.ca/s?k=Abstract%20Canvas%20Print%20SwipeShop%20Studio%20Wall%20Art","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","yes","yes","no","no","no","yes","no","displayName; name; title","yes","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate raw purchaseUrl used by multiple products; imageUrl domain differs from merchant domain: picsum.photos; Not swipe eligible; imageApproved is false; isCurated is false; duplicate title/displayName/name fields: displayName, name, title; brand may need verification: SwipeShop Studio","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"Le2LUoUJnS2a777bySjE","Modern Indoor Plant","SwipeShop Studio","Amazon","plants","30.99","","https://picsum.photos/seed/plants_103/600/600","picsum.photos","no","https://www.amazon.ca/s?k=Modern%20Indoor%20Plant%20SwipeShop%20Studio%20plants","https://www.amazon.ca/s?k=Modern%20Indoor%20Plant%20SwipeShop%20Studio%20plants","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","yes","yes","no","no","no","yes","no","displayName; name; title","yes","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate raw purchaseUrl used by multiple products; imageUrl domain differs from merchant domain: picsum.photos; Not swipe eligible; imageApproved is false; isCurated is false; duplicate title/displayName/name fields: displayName, name, title; brand may need verification: SwipeShop Studio","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"Luk0tHsg2B0Q82DTejOz","Neutral Console Table","SwipeShop Studio","Amazon","storage","156.99","","https://picsum.photos/seed/tables_60/600/600","picsum.photos","no","https://www.amazon.ca/s?k=Neutral%20Console%20Table%20SwipeShop%20Studio%20tables","https://www.amazon.ca/s?k=Neutral%20Console%20Table%20SwipeShop%20Studio%20tables","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","yes","yes","no","no","no","yes","no","displayName; name; title","yes","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate raw purchaseUrl used by multiple products; imageUrl domain differs from merchant domain: picsum.photos; Not swipe eligible; imageApproved is false; isCurated is false; duplicate title/displayName/name fields: displayName, name, title; brand may need verification: SwipeShop Studio","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"LzDTGvDmO5hHgjlQn0ap","Round Coffee Table","SwipeShop Studio","Amazon","storage","149.99","","https://picsum.photos/seed/tables_01/600/600","picsum.photos","no","https://www.amazon.ca/s?k=Round%20Coffee%20Table%20SwipeShop%20Studio%20Tables","https://www.amazon.ca/s?k=Round%20Coffee%20Table%20SwipeShop%20Studio%20Tables","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","yes","yes","no","no","no","yes","no","displayName; name; title","yes","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate raw purchaseUrl used by multiple products; imageUrl domain differs from merchant domain: picsum.photos; Not swipe eligible; imageApproved is false; isCurated is false; duplicate title/displayName/name fields: displayName, name, title; brand may need verification: SwipeShop Studio","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"M9A71PUoXh3XZobuhLv5","Bold Runner Rug","SwipeShop Studio","Amazon","storage","88.99","","https://picsum.photos/seed/rugs_154/600/600","picsum.photos","no","https://www.amazon.ca/s?k=Bold%20Runner%20Rug%20SwipeShop%20Studio%20rugs","https://www.amazon.ca/s?k=Bold%20Runner%20Rug%20SwipeShop%20Studio%20rugs","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","yes","yes","no","no","no","yes","no","displayName; name; title","yes","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate raw purchaseUrl used by multiple products; imageUrl domain differs from merchant domain: picsum.photos; Not swipe eligible; imageApproved is false; isCurated is false; duplicate title/displayName/name fields: displayName, name, title; brand may need verification: SwipeShop Studio","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"MJSrMsHBpYHx0KpQhtmX","Cozy Vanity Mirror","SwipeShop Studio","Amazon","mirrors","62.99","","https://picsum.photos/seed/mirrors_22/600/600","picsum.photos","no","https://www.amazon.ca/s?k=Cozy%20Vanity%20Mirror%20SwipeShop%20Studio%20mirrors","https://www.amazon.ca/s?k=Cozy%20Vanity%20Mirror%20SwipeShop%20Studio%20mirrors","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","yes","yes","no","no","no","yes","no","displayName; name; title","yes","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate raw purchaseUrl used by multiple products; imageUrl domain differs from merchant domain: picsum.photos; Not swipe eligible; imageApproved is false; isCurated is false; duplicate title/displayName/name fields: displayName, name, title; brand may need verification: SwipeShop Studio","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"Mepy65gYgwMOaXyCRKNJ","Cozy Framed Print","SwipeShop Studio","Amazon","wall-decor","54.99","","https://picsum.photos/seed/wall_art_6/600/600","picsum.photos","no","https://www.amazon.ca/s?k=Cozy%20Framed%20Print%20SwipeShop%20Studio%20wall_art","https://www.amazon.ca/s?k=Cozy%20Framed%20Print%20SwipeShop%20Studio%20wall_art","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","yes","yes","no","no","no","yes","no","displayName; name; title","yes","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate raw purchaseUrl used by multiple products; imageUrl domain differs from merchant domain: picsum.photos; Not swipe eligible; imageApproved is false; isCurated is false; duplicate title/displayName/name fields: displayName, name, title; brand may need verification: SwipeShop Studio","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"Mex7Npc11EWv8BEMdFU1","Classic Ceramic Set","SwipeShop Studio","Amazon","storage","19.99","","https://picsum.photos/seed/kitchen_decor_101/600/600","picsum.photos","no","https://www.amazon.ca/s?k=Classic%20Ceramic%20Set%20SwipeShop%20Studio%20kitchen_decor","https://www.amazon.ca/s?k=Classic%20Ceramic%20Set%20SwipeShop%20Studio%20kitchen_decor","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","yes","yes","no","no","no","yes","no","displayName; name; title","yes","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate raw purchaseUrl used by multiple products; imageUrl domain differs from merchant domain: picsum.photos; Not swipe eligible; imageApproved is false; isCurated is false; duplicate title/displayName/name fields: displayName, name, title; brand may need verification: SwipeShop Studio","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"Mez6DrfwXhV2ax9r4u2t","Cozy Kitchen Decor","SwipeShop Studio","Amazon","storage","22.99","","https://picsum.photos/seed/kitchen_decor_192/600/600","picsum.photos","no","https://www.amazon.ca/s?k=Cozy%20Kitchen%20Decor%20SwipeShop%20Studio%20kitchen_decor","https://www.amazon.ca/s?k=Cozy%20Kitchen%20Decor%20SwipeShop%20Studio%20kitchen_decor","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","yes","yes","no","no","no","yes","no","displayName; name; title","yes","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate raw purchaseUrl used by multiple products; imageUrl domain differs from merchant domain: picsum.photos; Not swipe eligible; imageApproved is false; isCurated is false; duplicate title/displayName/name fields: displayName, name, title; brand may need verification: SwipeShop Studio","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"N3ybuj7bEu4mF1Zj85lM","Minimal Line Art Set (2-pack)","SwipeShop Studio","Amazon","wall-decor","29.99","","https://picsum.photos/seed/wall_art_02/600/600","picsum.photos","no","https://www.amazon.ca/s?k=Minimal%20Line%20Art%20Set%20(2-pack)%20SwipeShop%20Studio%20Wall%20Art","https://www.amazon.ca/s?k=Minimal%20Line%20Art%20Set%20(2-pack)%20SwipeShop%20Studio%20Wall%20Art","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","yes","yes","no","no","no","yes","no","displayName; name; title","yes","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate raw purchaseUrl used by multiple products; imageUrl domain differs from merchant domain: picsum.photos; Not swipe eligible; imageApproved is false; isCurated is false; duplicate title/displayName/name fields: displayName, name, title; brand may need verification: SwipeShop Studio","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"NBopzWeb2rJGGKrAKuz0","Cozy Wall Poster","SwipeShop Studio","Amazon","wall-decor","54.99","","https://picsum.photos/seed/wall_art_196/600/600","picsum.photos","no","https://www.amazon.ca/s?k=Cozy%20Wall%20Poster%20SwipeShop%20Studio%20wall_art","https://www.amazon.ca/s?k=Cozy%20Wall%20Poster%20SwipeShop%20Studio%20wall_art","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","yes","yes","no","no","no","yes","no","displayName; name; title","yes","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate raw purchaseUrl used by multiple products; imageUrl domain differs from merchant domain: picsum.photos; Not swipe eligible; imageApproved is false; isCurated is false; duplicate title/displayName/name fields: displayName, name, title; brand may need verification: SwipeShop Studio","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"NIu51t1CmhkGT5NXouL8","Cozy Floor Lamp","SwipeShop Studio","Amazon","lighting","67.99","","https://picsum.photos/seed/lighting_147/600/600","picsum.photos","no","https://www.amazon.ca/s?k=Cozy%20Floor%20Lamp%20SwipeShop%20Studio%20lighting","https://www.amazon.ca/s?k=Cozy%20Floor%20Lamp%20SwipeShop%20Studio%20lighting","yes","yes","www.amazon.ca","yes","yes","no","no","no","no","no","yes","yes","no","no","no","yes","no","displayName; name; title","yes","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); imageUrl domain differs from merchant domain: picsum.photos; Not swipe eligible; imageApproved is false; isCurated is false; duplicate title/displayName/name fields: displayName, name, title; brand may need verification: SwipeShop Studio","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
