"id","displayName","name","title","brand","merchant","retailer","category","price","purchaseUrl","asin","imageUrl","imageApproved","isCurated","active","swipeEligible"
"BzBjYH9lbgGpY700JfdQ","Wood Cutting Board Set","Wood Cutting Board Set","Wood Cutting Board Set","SwipeShop Studio","Amazon","Amazon","storage","29.99","https://www.amazon.ca/s?k=Wood%20Cutting%20Board%20Set%20SwipeShop%20Studio%20Kitchen%20Decor","","https://picsum.photos/seed/kitchen_02/600/600","no","no","yes","no"
"C1o6MhHyVAJCOHDuMUSa","Classic Planter","Classic Planter","Classic Planter","SwipeShop Studio","Amazon","Amazon","plants","27.99","https://www.amazon.ca/s?k=Classic%20Planter%20SwipeShop%20Studio%20plants","","https://picsum.photos/seed/plants_62/600/600","no","no","yes","no"
"C8ey8HL6LzscsBLnzUmp","Soft Side Table","Soft Side Table","Soft Side Table","SwipeShop Studio","Amazon","Amazon","storage","144.99","https://www.amazon.ca/s?k=Soft%20Side%20Table%20SwipeShop%20Studio%20tables","","https://picsum.photos/seed/tables_186/600/600","no","no","yes","no"
"CBz1PpqW14by4dXjK2HJ","Landscape Poster","Landscape Poster","Landscape Poster","SwipeShop Studio","Amazon","Amazon","wall-decor","24.99","https://www.amazon.ca/s?k=Landscape%20Poster%20SwipeShop%20Studio%20Wall%20Art","","https://picsum.photos/seed/wall_art_03/600/600","no","no","yes","no"
"COwLGDg4mr21fUWJm1d3","Neutral Organizer","Neutral Organizer","Neutral Organizer","SwipeShop Studio","Amazon","Amazon","storage","41.99","https://www.amazon.ca/s?k=Neutral%20Organizer%20SwipeShop%20Studio%20storage","","https://picsum.photos/seed/storage_155/600/600","no","no","yes","no"
"CPv0CDYkjv0mqzqm2JCr","Modern Shelf Unit","Modern Shelf Unit","Modern Shelf Unit","SwipeShop Studio","Amazon","Amazon","storage","29.99","https://www.amazon.ca/s?k=Modern%20Shelf%20Unit%20SwipeShop%20Studio%20storage","","https://picsum.photos/seed/storage_11/600/600","no","no","yes","no"
"CasI8k1vrWET1WdEI0zQ","Wood Side Table","Wood Side Table","Wood Side Table","SwipeShop Studio","Amazon","Amazon","storage","69.99","https://www.amazon.ca/s?k=Wood%20Side%20Table%20SwipeShop%20Studio%20Tables","","https://picsum.photos/seed/tables_02/600/600","no","no","yes","no"
"CbR2KgXzl8n4eStIVvQz","Linen Duvet Set","Linen Duvet Set","Linen Duvet Set","SwipeShop Studio","Amazon","Amazon","cozy-bedroom","119.99","https://www.amazon.ca/s?k=Linen%20Duvet%20Set%20SwipeShop%20Studio%20Bedding","","https://picsum.photos/seed/bedding_01/600/600","no","no","yes","no"
"Cy0ImK5LbFry1rvyoOik","Bold Ceramic Set","Bold Ceramic Set","Bold Ceramic Set","SwipeShop Studio","Amazon","Amazon","storage","40.99","https://www.amazon.ca/s?k=Bold%20Ceramic%20Set%20SwipeShop%20Studio%20kitchen_decor","","https://picsum.photos/seed/kitchen_decor_88/600/600","no","no","yes","no"
"CyezIcJVVAkbg0F2UAaZ","Classic Vanity Mirror","Classic Vanity Mirror","Classic Vanity Mirror","SwipeShop Studio","Amazon","Amazon","mirrors","59.99","https://www.amazon.ca/s?k=Classic%20Vanity%20Mirror%20SwipeShop%20Studio%20mirrors","","https://picsum.photos/seed/mirrors_131/600/600","no","no","yes","no"
"D2wv5aRMwrHe4h65JT18","Minimal Pillow Set","Minimal Pillow Set","Minimal Pillow Set","SwipeShop Studio","Amazon","Amazon","cozy-bedroom","96.99","https://www.amazon.ca/s?k=Minimal%20Pillow%20Set%20SwipeShop%20Studio%20bedding","","https://picsum.photos/seed/bedding_70/600/600","no","no","yes","no"
"D8bmaalqScM8Z2b69302","Modern Coffee Table","Modern Coffee Table","Modern Coffee Table","SwipeShop Studio","Amazon","Amazon","storage","147.99","https://www.amazon.ca/s?k=Modern%20Coffee%20Table%20SwipeShop%20Studio%20tables","","https://picsum.photos/seed/tables_157/600/600","no","no","yes","no"
"DGkxIvhZfy9HtVYWW28L","Modern Pendant Light","Modern Pendant Light","Modern Pendant Light","SwipeShop Studio","Amazon","Amazon","lighting","73.99","https://www.amazon.ca/s?k=Modern%20Pendant%20Light%20SwipeShop%20Studio%20lighting","","https://picsum.photos/seed/lighting_119/600/600","no","no","yes","no"
"DSFyY4qR3I8pXVYKt3C1","Minimal Ceramic Set","Minimal Ceramic Set","Minimal Ceramic Set","SwipeShop Studio","Amazon","Amazon","storage","25.99","https://www.amazon.ca/s?k=Minimal%20Ceramic%20Set%20SwipeShop%20Studio%20kitchen_decor","","https://picsum.photos/seed/kitchen_decor_183/600/600","no","no","yes","no"
"DbjcyZ15stH9CBYnbAKZ","Classic Console Table","Classic Console Table","Classic Console Table","SwipeShop Studio","Amazon","Amazon","storage","156.99","https://www.amazon.ca/s?k=Classic%20Console%20Table%20SwipeShop%20Studio%20tables","","https://picsum.photos/seed/tables_40/600/600","no","no","yes","no"
"Dla3rrKjz89L3HAwytFr","Neutral Kitchen Decor","Neutral Kitchen Decor","Neutral Kitchen Decor","SwipeShop Studio","Amazon","Amazon","storage","34.99","https://www.amazon.ca/s?k=Neutral%20Kitchen%20Decor%20SwipeShop%20Studio%20kitchen_decor","","https://picsum.photos/seed/kitchen_decor_36/600/600","no","no","yes","no"
"DngeAvI1WWuy5xKPjuOs","Cozy Wall Mirror","Cozy Wall Mirror","Cozy Wall Mirror","SwipeShop Studio","Amazon","Amazon","mirrors","80.99","https://www.amazon.ca/s?k=Cozy%20Wall%20Mirror%20SwipeShop%20Studio%20mirrors","","https://picsum.photos/seed/mirrors_168/600/600","no","no","yes","no"
"DoUrjVaYMO8DGSUKqZMS","Bold Indoor Plant","Bold Indoor Plant","Bold Indoor Plant","SwipeShop Studio","Amazon","Amazon","plants","39.99","https://www.amazon.ca/s?k=Bold%20Indoor%20Plant%20SwipeShop%20Studio%20plants","","https://picsum.photos/seed/plants_106/600/600","no","no","yes","no"
"Drl0P5sysWuoCnDJ5bKU","Soft Serving Tray","Soft Serving Tray","Soft Serving Tray","SwipeShop Studio","Amazon","Amazon","storage","19.99","https://www.amazon.ca/s?k=Soft%20Serving%20Tray%20SwipeShop%20Studio%20kitchen_decor","","https://picsum.photos/seed/kitchen_decor_161/600/600","no","no","yes","no"
"Dw9CulNFtMq5ONVfsxgP","Soft Table Lamp","Soft Table Lamp","Soft Table Lamp","SwipeShop Studio","Amazon","Amazon","lighting","76.99","https://www.amazon.ca/s?k=Soft%20Table%20Lamp%20SwipeShop%20Studio%20lighting","","https://picsum.photos/seed/lighting_50/600/600","no","no","yes","no"
"Dy2pHWRdHm8NqrnNyMOS","Modern Ceramic Set","Modern Ceramic Set","Modern Ceramic Set","SwipeShop Studio","Amazon","Amazon","storage","31.99","https://www.amazon.ca/s?k=Modern%20Ceramic%20Set%20SwipeShop%20Studio%20kitchen_decor","","https://picsum.photos/seed/kitchen_decor_95/600/600","no","no","yes","no"
"E20S0DpEV5yysDPK9ILI","Modern Table Lamp","Modern Table Lamp","Modern Table Lamp","Amazon","Amazon","Amazon","lighting","49.99","https://www.amazon.ca/s?k=Modern%20Table%20Lamp%20Lightning","","https://picsum.photos/seed/lamp1/600/600","no","no","yes","no"
"EIrCkLro1BTxMCzovh4m","Cozy Wool Rug","Cozy Wool Rug","Cozy Wool Rug","SwipeShop Studio","Amazon","Amazon","storage","106.99","https://www.amazon.ca/s?k=Cozy%20Wool%20Rug%20SwipeShop%20Studio%20rugs","","https://picsum.photos/seed/rugs_140/600/600","no","no","yes","no"
"EVMtl4FSsITPTsDKxk47","Modern Accent Chair","Modern Accent Chair","Modern Accent Chair","SwipeShop Studio","Amazon","Amazon","storage","176.99","https://www.amazon.ca/s?k=Modern%20Accent%20Chair%20SwipeShop%20Studio%20seating","","https://picsum.photos/seed/seating_150/600/600","no","no","yes","no"
"EVzzZE2CDnt2r5fmOt5K","Minimal Pillow Set","Minimal Pillow Set","Minimal Pillow Set","SwipeShop Studio","Amazon","Amazon","cozy-bedroom","81.99","https://www.amazon.ca/s?k=Minimal%20Pillow%20Set%20SwipeShop%20Studio%20bedding","","https://picsum.photos/seed/bedding_15/600/600","no","no","yes","no"
"EWpbaySRFau8gNaM91pt","Cozy Accent Chair","Cozy Accent Chair","Cozy Accent Chair","SwipeShop Studio","Amazon","Amazon","storage","170.99","https://www.amazon.ca/s?k=Cozy%20Accent%20Chair%20SwipeShop%20Studio%20seating","","https://picsum.photos/seed/seating_38/600/600","no","no","yes","no"
"EfPa779vIfB8tq6x7FwR","Cozy Coffee Table","Cozy Coffee Table","Cozy Coffee Table","SwipeShop Studio","Amazon","Amazon","storage","156.99","https://www.amazon.ca/s?k=Cozy%20Coffee%20Table%20SwipeShop%20Studio%20tables","","https://picsum.photos/seed/tables_150/600/600","no","no","yes","no"
"Ep6lF3ZOzzDNqS1MhE9F","Minimal Stool","Minimal Stool","Minimal Stool","SwipeShop Studio","Amazon","Amazon","storage","155.99","https://www.amazon.ca/s?k=Minimal%20Stool%20SwipeShop%20Studio%20seating","","https://picsum.photos/seed/seating_83/600/600","no","no","yes","no"
"Eqz5YKYwFoOdlcqjIi40","Faux Olive Tree","Faux Olive Tree","Faux Olive Tree","SwipeShop Studio","Amazon","Amazon","plants","79.99","https://www.amazon.ca/s?k=Faux%20Olive%20Tree%20SwipeShop%20Studio%20Plants","","https://picsum.photos/seed/plants_01/600/600","no","no","yes","no"
"F08hJ9GAZtSmqfzwJj6R","Minimal Vanity Mirror","Minimal Vanity Mirror","Minimal Vanity Mirror","SwipeShop Studio","Amazon","Amazon","mirrors","65.99","https://www.amazon.ca/s?k=Minimal%20Vanity%20Mirror%20SwipeShop%20Studio%20mirrors","","https://picsum.photos/seed/mirrors_113/600/600","no","no","yes","no"
"FEQ7GCTJ4WrAcLtkCIZZ","Entryway Shoe Cabinet","Entryway Shoe Cabinet","Entryway Shoe Cabinet","SwipeShop Studio","Amazon","Amazon","storage","159.99","https://www.amazon.ca/s?k=Entryway%20Shoe%20Cabinet%20SwipeShop%20Studio%20Storage","","https://picsum.photos/seed/storage_03/600/600","no","no","yes","no"
"FH48pPgzPrmyRMbAz3gF","Bold Wall Mirror","Bold Wall Mirror","Bold Wall Mirror","SwipeShop Studio","Amazon","Amazon","mirrors","62.99","https://www.amazon.ca/s?k=Bold%20Wall%20Mirror%20SwipeShop%20Studio%20mirrors","","https://picsum.photos/seed/mirrors_182/600/600","no","no","yes","no"
"FPY72MOkE4xO48B80x9B","Neutral Vanity Mirror","Neutral Vanity Mirror","Neutral Vanity Mirror","SwipeShop Studio","Amazon","Amazon","mirrors","74.99","https://www.amazon.ca/s?k=Neutral%20Vanity%20Mirror%20SwipeShop%20Studio%20mirrors","","https://picsum.photos/seed/mirrors_96/600/600","no","no","yes","no"
"FQRKgEUB9TkNZaVKRial","Neutral Side Table","Neutral Side Table","Neutral Side Table","SwipeShop Studio","Amazon","Amazon","storage","129.99","https://www.amazon.ca/s?k=Neutral%20Side%20Table%20SwipeShop%20Studio%20tables","","https://picsum.photos/seed/tables_81/600/600","no","no","yes","no"
"FTGkeqyCByUkUSLRs1GP","Minimal Runner Rug","Minimal Runner Rug","Minimal Runner Rug","SwipeShop Studio","Amazon","Amazon","storage","59.99","https://www.amazon.ca/s?k=Minimal%20Runner%20Rug%20SwipeShop%20Studio%20Rugs","","https://picsum.photos/seed/rugs_03/600/600","no","no","yes","no"
"FUjiAwBCpaLHKDghhtIO","Minimal Potted Plant","Minimal Potted Plant","Minimal Potted Plant","SwipeShop Studio","Amazon","Amazon","plants","27.99","https://www.amazon.ca/s?k=Minimal%20Potted%20Plant%20SwipeShop%20Studio%20plants","","https://picsum.photos/seed/plants_2/600/600","no","no","yes","no"
"FVbdKy6519GIVRLfFYfn","Minimal Round Mirror","Minimal Round Mirror","Minimal Round Mirror","SwipeShop Studio","Amazon","Amazon","mirrors","62.99","https://www.amazon.ca/s?k=Minimal%20Round%20Mirror%20SwipeShop%20Studio%20mirrors","","https://picsum.photos/seed/mirrors_122/600/600","no","no","yes","no"
"FgqBCzirAf5RpnLvY4SD","Soft Runner Rug","Soft Runner Rug","Soft Runner Rug","SwipeShop Studio","Amazon","Amazon","storage","88.99","https://www.amazon.ca/s?k=Soft%20Runner%20Rug%20SwipeShop%20Studio%20rugs","","https://picsum.photos/seed/rugs_164/600/600","no","no","yes","no"
"FjBw9AB5vswGDA2twNeE","Neutral Console Table","Neutral Console Table","Neutral Console Table","SwipeShop Studio","Amazon","Amazon","storage","132.99","https://www.amazon.ca/s?k=Neutral%20Console%20Table%20SwipeShop%20Studio%20tables","","https://picsum.photos/seed/tables_112/600/600","no","no","yes","no"
"FktYZkf1XtixBN9dqbhy","Cozy Bench","Cozy Bench","Cozy Bench","SwipeShop Studio","Amazon","Amazon","storage","152.99","https://www.amazon.ca/s?k=Cozy%20Bench%20SwipeShop%20Studio%20seating","","https://picsum.photos/seed/seating_122/600/600","no","no","yes","no"
"FoUSn6dyQIrv8ZUjcrmC","Woven Storage Basket","Woven Storage Basket","Woven Storage Basket","SwipeShop Studio","Amazon","Amazon","storage","24.99","https://www.amazon.ca/s?k=Woven%20Storage%20Basket%20SwipeShop%20Studio%20Storage","","https://picsum.photos/seed/storage_01/600/600","no","no","yes","no"
"G58YHXBd57w3nNqvbsYL","Minimal Shelf Unit","Minimal Shelf Unit","Minimal Shelf Unit","SwipeShop Studio","Amazon","Amazon","storage","53.99","https://www.amazon.ca/s?k=Minimal%20Shelf%20Unit%20SwipeShop%20Studio%20storage","","https://picsum.photos/seed/storage_189/600/600","no","no","yes","no"
"Gcpej4Q92ZYWkvIdBxsw","Minimal Planter","Minimal Planter","Minimal Planter","SwipeShop Studio","Amazon","Amazon","plants","51.99","https://www.amazon.ca/s?k=Minimal%20Planter%20SwipeShop%20Studio%20plants","","https://picsum.photos/seed/plants_30/600/600","no","no","yes","no"
"GjzjySmaBnR9m0J8CY62","Soft Wall Poster","Soft Wall Poster","Soft Wall Poster","SwipeShop Studio","Amazon","Amazon","wall-decor","51.99","https://www.amazon.ca/s?k=Soft%20Wall%20Poster%20SwipeShop%20Studio%20wall_art","","https://picsum.photos/seed/wall_art_75/600/600","no","no","yes","no"
"GnCqgDVapLweVSpGpEUq","Soft Bench","Soft Bench","Soft Bench","SwipeShop Studio","Amazon","Amazon","storage","152.99","https://www.amazon.ca/s?k=Soft%20Bench%20SwipeShop%20Studio%20seating","","https://picsum.photos/seed/seating_62/600/600","no","no","yes","no"
"Gph67eKsyZvpcP9nsof1","Classic Shelf Unit","Classic Shelf Unit","Classic Shelf Unit","SwipeShop Studio","Amazon","Amazon","storage","47.99","https://www.amazon.ca/s?k=Classic%20Shelf%20Unit%20SwipeShop%20Studio%20storage","","https://picsum.photos/seed/storage_57/600/600","no","no","yes","no"
"GyqkpejgA81pSmDoo3u0","Bold Ceramic Set","Bold Ceramic Set","Bold Ceramic Set","SwipeShop Studio","Amazon","Amazon","storage","40.99","https://www.amazon.ca/s?k=Bold%20Ceramic%20Set%20SwipeShop%20Studio%20kitchen_decor","","https://picsum.photos/seed/kitchen_decor_98/600/600","no","no","yes","no"
"H4JvMXlGzmKD5vy0Eym4","Bold Stool","Bold Stool","Bold Stool","SwipeShop Studio","Amazon","Amazon","storage","149.99","https://www.amazon.ca/s?k=Bold%20Stool%20SwipeShop%20Studio%20seating","","https://picsum.photos/seed/seating_141/600/600","no","no","yes","no"
"H8xdUfqETJS2MIRlO47s","Modern Floor Lamp","Modern Floor Lamp","Modern Floor Lamp","SwipeShop Studio","Amazon","Amazon","lighting","76.99","https://www.amazon.ca/s?k=Modern%20Floor%20Lamp%20SwipeShop%20Studio%20lighting","","https://picsum.photos/seed/lighting_140/600/600","no","no","yes","no"
"HSZrWfxiXuuevvlnT4qG","Minimal Pillow Set","Minimal Pillow Set","Minimal Pillow Set","SwipeShop Studio","Amazon","Amazon","cozy-bedroom","78.99","https://www.amazon.ca/s?k=Minimal%20Pillow%20Set%20SwipeShop%20Studio%20bedding","","https://picsum.photos/seed/bedding_34/600/600","no","no","yes","no"
"HfoDYcB4eY89YU4afhNC","Bold Runner Rug","Bold Runner Rug","Bold Runner Rug","SwipeShop Studio","Amazon","Amazon","storage","91.99","https://www.amazon.ca/s?k=Bold%20Runner%20Rug%20SwipeShop%20Studio%20rugs","","https://picsum.photos/seed/rugs_195/600/600","no","no","yes","no"
"HgGe5ua4dgui4dljcljW","Minimal Shelf Unit","Minimal Shelf Unit","Minimal Shelf Unit","SwipeShop Studio","Amazon","Amazon","storage","139.99","https://www.amazon.ca/s?k=Minimal%20Shelf%20Unit%20SwipeShop%20Studio%20Storage","","https://picsum.photos/seed/storage_02/600/600","no","no","yes","no"
"HnoAE1mhxHE2uNmm4xIM","Modern Duvet Set","Modern Duvet Set","Modern Duvet Set","SwipeShop Studio","Amazon","Amazon","cozy-bedroom","81.99","https://www.amazon.ca/s?k=Modern%20Duvet%20Set%20SwipeShop%20Studio%20bedding","","https://picsum.photos/seed/bedding_185/600/600","no","no","yes","no"
"Hw1pYjPGEY2jlhba4ZBn","Soft Coffee Table","Soft Coffee Table","Soft Coffee Table","SwipeShop Studio","Amazon","Amazon","storage","144.99","https://www.amazon.ca/s?k=Soft%20Coffee%20Table%20SwipeShop%20Studio%20tables","","https://picsum.photos/seed/tables_26/600/600","no","no","yes","no"
"Hydlaj7TRLlUCo26AmWK","Round Wall Mirror","Round Wall Mirror","Round Wall Mirror","SwipeShop Studio","Amazon","Amazon","mirrors","59.99","https://www.amazon.ca/s?k=Round%20Wall%20Mirror%20SwipeShop%20Studio%20Mirrors","","https://picsum.photos/seed/mirrors_01/600/600","no","no","yes","no"
"HywrEGnULzJL1bsYEVfS","Soft Stool","Soft Stool","Soft Stool","SwipeShop Studio","Amazon","Amazon","storage","158.99","https://www.amazon.ca/s?k=Soft%20Stool%20SwipeShop%20Studio%20seating","","https://picsum.photos/seed/seating_54/600/600","no","no","yes","no"
"I8BEqPOvztwVHbKl5pwM","Classic Wall Poster","Classic Wall Poster","Classic Wall Poster","SwipeShop Studio","Amazon","Amazon","wall-decor","42.99","https://www.amazon.ca/s?k=Classic%20Wall%20Poster%20SwipeShop%20Studio%20wall_art","","https://picsum.photos/seed/wall_art_92/600/600","no","no","yes","no"
"IlNv9KioYhOpgZd7yM6d","Neutral Side Table","Neutral Side Table","Neutral Side Table","SwipeShop Studio","Amazon","Amazon","storage","144.99","https://www.amazon.ca/s?k=Neutral%20Side%20Table%20SwipeShop%20Studio%20tables","","https://picsum.photos/seed/tables_36/600/600","no","no","yes","no"
"ItCpe247P4fqC9yNq6Zx","Classic Round Mirror","Classic Round Mirror","Classic Round Mirror","SwipeShop Studio","Amazon","Amazon","mirrors","86.99","https://www.amazon.ca/s?k=Classic%20Round%20Mirror%20SwipeShop%20Studio%20mirrors","","https://picsum.photos/seed/mirrors_90/600/600","no","no","yes","no"
"ItEpkBYUXC3n6Q19eLjt","Bold Runner Rug","Bold Runner Rug","Bold Runner Rug","SwipeShop Studio","Amazon","Amazon","storage","100.99","https://www.amazon.ca/s?k=Bold%20Runner%20Rug%20SwipeShop%20Studio%20rugs","","https://picsum.photos/seed/rugs_108/600/600","no","no","yes","no"
"IuYeHxjWQwjzxIwZXBUh","Neutral Duvet Set","Neutral Duvet Set","Neutral Duvet Set","SwipeShop Studio","Amazon","Amazon","cozy-bedroom","81.99","https://www.amazon.ca/s?k=Neutral%20Duvet%20Set%20SwipeShop%20Studio%20bedding","","https://picsum.photos/seed/bedding_105/600/600","no","no","yes","no"
"J4a68d042Rba8gwIejSt","Modern Table Lamp","Modern Table Lamp","Modern Table Lamp","SwipeShop Studio","Amazon","Amazon","lighting","49.99","https://www.amazon.ca/s?k=Modern%20Table%20Lamp%20SwipeShop%20Studio%20Lighting","","https://picsum.photos/seed/lighting_01/600/600","no","no","yes","no"
"JGEloy7I8aMrO4Mg6FCt","Cozy Canvas Art","Cozy Canvas Art","Cozy Canvas Art","SwipeShop Studio","Amazon","Amazon","wall-decor","42.99","https://www.amazon.ca/s?k=Cozy%20Canvas%20Art%20SwipeShop%20Studio%20wall_art","","https://picsum.photos/seed/wall_art_152/600/600","no","no","yes","no"
"JJEfWrWLmzilbd4ySD1b","Modern Stool","Modern Stool","Modern Stool","SwipeShop Studio","Amazon","Amazon","storage","176.99","https://www.amazon.ca/s?k=Modern%20Stool%20SwipeShop%20Studio%20seating","","https://picsum.photos/seed/seating_30/600/600","no","no","yes","no"
"JSumpMGXMm3ovM0Qkzlq","Soft Shelf Unit","Soft Shelf Unit","Soft Shelf Unit","SwipeShop Studio","Amazon","Amazon","storage","35.99","https://www.amazon.ca/s?k=Soft%20Shelf%20Unit%20SwipeShop%20Studio%20storage","","https://picsum.photos/seed/storage_163/600/600","no","no","yes","no"
"JY6hqFLINwhnvGrG0XsD","Neutral Area Rug","Neutral Area Rug","Neutral Area Rug","SwipeShop Studio","Amazon","Amazon","storage","97.99","https://www.amazon.ca/s?k=Neutral%20Area%20Rug%20SwipeShop%20Studio%20rugs","","https://picsum.photos/seed/rugs_127/600/600","no","no","yes","no"
"JZEy8zMjymcyp4KsLqSL","Modern Indoor Plant","Modern Indoor Plant","Modern Indoor Plant","SwipeShop Studio","Amazon","Amazon","plants","30.99","https://www.amazon.ca/s?k=Modern%20Indoor%20Plant%20SwipeShop%20Studio%20plants","","https://picsum.photos/seed/plants_13/600/600","no","no","yes","no"
"K0pANLIg63aqCvJZn5BG","Minimal Pendant Light","Minimal Pendant Light","Minimal Pendant Light","SwipeShop Studio","Amazon","Amazon","lighting","76.99","https://www.amazon.ca/s?k=Minimal%20Pendant%20Light%20SwipeShop%20Studio%20lighting","","https://picsum.photos/seed/lighting_60/600/600","no","no","yes","no"
"K4LYrvjpYtwWgNLJxhjz","Bold Ceramic Set","Bold Ceramic Set","Bold Ceramic Set","SwipeShop Studio","Amazon","Amazon","storage","25.99","https://www.amazon.ca/s?k=Bold%20Ceramic%20Set%20SwipeShop%20Studio%20kitchen_decor","","https://picsum.photos/seed/kitchen_decor_133/600/600","no","no","yes","no"
"KAJANlCjjlfvv4RTSVdk","Classic Planter","Classic Planter","Classic Planter","SwipeShop Studio","Amazon","Amazon","plants","45.99","https://www.amazon.ca/s?k=Classic%20Planter%20SwipeShop%20Studio%20plants","","https://picsum.photos/seed/plants_68/600/600","no","no","yes","no"
"KCJ1sVhx7Z0ucA1dJ2kn","Cozy Serving Tray","Cozy Serving Tray","Cozy Serving Tray","SwipeShop Studio","Amazon","Amazon","storage","37.99","https://www.amazon.ca/s?k=Cozy%20Serving%20Tray%20SwipeShop%20Studio%20kitchen_decor","","https://picsum.photos/seed/kitchen_decor_197/600/600","no","no","yes","no"
"KGZPWTXWk7fTo9agooN6","Minimal Area Rug","Minimal Area Rug","Minimal Area Rug","SwipeShop Studio","Amazon","Amazon","storage","94.99","https://www.amazon.ca/s?k=Minimal%20Area%20Rug%20SwipeShop%20Studio%20rugs","","https://picsum.photos/seed/rugs_76/600/600","no","no","yes","no"
"KHUUtQvdJQhxAXcYS5vp","Neutral Wool Rug","Neutral Wool Rug","Neutral Wool Rug","SwipeShop Studio","Amazon","Amazon","storage","100.99","https://www.amazon.ca/s?k=Neutral%20Wool%20Rug%20SwipeShop%20Studio%20rugs","","https://picsum.photos/seed/rugs_98/600/600","no","no","yes","no"
"KYOsMCS5viqcBDLglZkI","Classic Canvas Art","Classic Canvas Art","Classic Canvas Art","SwipeShop Studio","Amazon","Amazon","wall-decor","60.99","https://www.amazon.ca/s?k=Classic%20Canvas%20Art%20SwipeShop%20Studio%20wall_art","","https://picsum.photos/seed/wall_art_68/600/600","no","no","yes","no"
"Kgb9zDaaMSdrVFIEbEgU","Cozy Pillow Set","Cozy Pillow Set","Cozy Pillow Set","SwipeShop Studio","Amazon","Amazon","cozy-bedroom","69.99","https://www.amazon.ca/s?k=Cozy%20Pillow%20Set%20SwipeShop%20Studio%20bedding","","https://picsum.photos/seed/bedding_11/600/600","no","no","yes","no"
"L6ahdqndO94vzhPw2DxP","Classic Side Table","Classic Side Table","Classic Side Table","SwipeShop Studio","Amazon","Amazon","storage","132.99","https://www.amazon.ca/s?k=Classic%20Side%20Table%20SwipeShop%20Studio%20tables","","https://picsum.photos/seed/tables_182/600/600","no","no","yes","no"
"L76nDqmtfHrtOSVCVBnm","Bold Area Rug","Bold Area Rug","Bold Area Rug","SwipeShop Studio","Amazon","Amazon","storage","82.99","https://www.amazon.ca/s?k=Bold%20Area%20Rug%20SwipeShop%20Studio%20rugs","","https://picsum.photos/seed/rugs_152/600/600","no","no","yes","no"
"LDRTDGuqUeVfCRC55ko7","Cozy Pendant Light","Cozy Pendant Light","Cozy Pendant Light","SwipeShop Studio","Amazon","Amazon","lighting","73.99","https://www.amazon.ca/s?k=Cozy%20Pendant%20Light%20SwipeShop%20Studio%20lighting","","https://picsum.photos/seed/lighting_199/600/600","no","no","yes","no"
"LE9HwXcUQqeTSAesuZfV","Minimal Bench","Minimal Bench","Minimal Bench","SwipeShop Studio","Amazon","Amazon","storage","164.99","https://www.amazon.ca/s?k=Minimal%20Bench%20SwipeShop%20Studio%20seating","","https://picsum.photos/seed/seating_176/600/600","no","no","yes","no"
"LF2LvGG71HjoINbYdsiO","Cozy Side Table","Cozy Side Table","Cozy Side Table","SwipeShop Studio","Amazon","Amazon","storage","138.99","https://www.amazon.ca/s?k=Cozy%20Side%20Table%20SwipeShop%20Studio%20tables","","https://picsum.photos/seed/tables_124/600/600","no","no","yes","no"
"LI7ZfLBH135WxWtCeNjE","Soft Stool","Soft Stool","Soft Stool","SwipeShop Studio","Amazon","Amazon","storage","161.99","https://www.amazon.ca/s?k=Soft%20Stool%20SwipeShop%20Studio%20seating","","https://picsum.photos/seed/seating_165/600/600","no","no","yes","no"
"LMCI0j7Dpa9cVHa7HVVx","Soft Wall Mirror","Soft Wall Mirror","Soft Wall Mirror","SwipeShop Studio","Amazon","Amazon","mirrors","65.99","https://www.amazon.ca/s?k=Soft%20Wall%20Mirror%20SwipeShop%20Studio%20mirrors","","https://picsum.photos/seed/mirrors_63/600/600","no","no","yes","no"
"LTcHCvYvOvQiXieuYu4U","Classic Wool Rug","Classic Wool Rug","Classic Wool Rug","SwipeShop Studio","Amazon","Amazon","storage","79.99","https://www.amazon.ca/s?k=Classic%20Wool%20Rug%20SwipeShop%20Studio%20rugs","","https://picsum.photos/seed/rugs_41/600/600","no","no","yes","no"
"LUkkAj8Wd6ZOKGw1nVjB","Soft Planter","Soft Planter","Soft Planter","SwipeShop Studio","Amazon","Amazon","plants","51.99","https://www.amazon.ca/s?k=Soft%20Planter%20SwipeShop%20Studio%20plants","","https://picsum.photos/seed/plants_120/600/600","no","no","yes","no"
"Lb9wEg1Rc1MHoOzWOYEX","Abstract Canvas Print","Abstract Canvas Print","Abstract Canvas Print","SwipeShop Studio","Amazon","Amazon","wall-decor","39.99","https://www.amazon.ca/s?k=Abstract%20Canvas%20Print%20SwipeShop%20Studio%20Wall%20Art","","https://picsum.photos/seed/wall_art_01/600/600","no","no","yes","no"
"Le2LUoUJnS2a777bySjE","Modern Indoor Plant","Modern Indoor Plant","Modern Indoor Plant","SwipeShop Studio","Amazon","Amazon","plants","30.99","https://www.amazon.ca/s?k=Modern%20Indoor%20Plant%20SwipeShop%20Studio%20plants","","https://picsum.photos/seed/plants_103/600/600","no","no","yes","no"
"Luk0tHsg2B0Q82DTejOz","Neutral Console Table","Neutral Console Table","Neutral Console Table","SwipeShop Studio","Amazon","Amazon","storage","156.99","https://www.amazon.ca/s?k=Neutral%20Console%20Table%20SwipeShop%20Studio%20tables","","https://picsum.photos/seed/tables_60/600/600","no","no","yes","no"
