"id","name","retailer","category","price","asin","purchaseUrl","resolvedUrl","hasUrl","validUrl","hostname","retailerMatchesDomain","affiliateRuleConfigured","affiliateMarkerPresent","placeholderAffiliateTag","duplicateRawUrl","suspiciousUrl","runtimeAffiliateMarkerPresent","dataStatus","launchStatus","manualReady","notes","launchNotes","manualOpened","manualPageLoads","manualRightProduct","manualRightRetailer","manualNo404","manualNoWeirdRedirect","manualMobileIssue","manualFixNeeded","manualNotes"
"FTGkeqyCByUkUSLRs1GP","Minimal Runner Rug","Amazon","storage","59.99","","https://www.amazon.ca/s?k=Minimal%20Runner%20Rug%20SwipeShop%20Studio%20Rugs","https://www.amazon.ca/s?k=Minimal%20Runner%20Rug%20SwipeShop%20Studio%20Rugs","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","fail","fail","no","missing affiliate marker (tag=); duplicate raw purchaseUrl used by multiple products","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"FUjiAwBCpaLHKDghhtIO","Minimal Potted Plant","Amazon","plants","27.99","","https://www.amazon.ca/s?k=Minimal%20Potted%20Plant%20SwipeShop%20Studio%20plants","https://www.amazon.ca/s?k=Minimal%20Potted%20Plant%20SwipeShop%20Studio%20plants","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","fail","fail","no","missing affiliate marker (tag=); duplicate raw purchaseUrl used by multiple products","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"FVbdKy6519GIVRLfFYfn","Minimal Round Mirror","Amazon","mirrors","62.99","","https://www.amazon.ca/s?k=Minimal%20Round%20Mirror%20SwipeShop%20Studio%20mirrors","https://www.amazon.ca/s?k=Minimal%20Round%20Mirror%20SwipeShop%20Studio%20mirrors","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","fail","fail","no","missing affiliate marker (tag=); duplicate raw purchaseUrl used by multiple products","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"FgqBCzirAf5RpnLvY4SD","Soft Runner Rug","Amazon","storage","88.99","","https://www.amazon.ca/s?k=Soft%20Runner%20Rug%20SwipeShop%20Studio%20rugs","https://www.amazon.ca/s?k=Soft%20Runner%20Rug%20SwipeShop%20Studio%20rugs","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","fail","fail","no","missing affiliate marker (tag=); duplicate raw purchaseUrl used by multiple products","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"FjBw9AB5vswGDA2twNeE","Neutral Console Table","Amazon","storage","132.99","","https://www.amazon.ca/s?k=Neutral%20Console%20Table%20SwipeShop%20Studio%20tables","https://www.amazon.ca/s?k=Neutral%20Console%20Table%20SwipeShop%20Studio%20tables","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","fail","fail","no","missing affiliate marker (tag=); duplicate raw purchaseUrl used by multiple products","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"FktYZkf1XtixBN9dqbhy","Cozy Bench","Amazon","storage","152.99","","https://www.amazon.ca/s?k=Cozy%20Bench%20SwipeShop%20Studio%20seating","https://www.amazon.ca/s?k=Cozy%20Bench%20SwipeShop%20Studio%20seating","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","fail","fail","no","missing affiliate marker (tag=); duplicate raw purchaseUrl used by multiple products","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"FoUSn6dyQIrv8ZUjcrmC","Woven Storage Basket","Amazon","storage","24.99","","https://www.amazon.ca/s?k=Woven%20Storage%20Basket%20SwipeShop%20Studio%20Storage","https://www.amazon.ca/s?k=Woven%20Storage%20Basket%20SwipeShop%20Studio%20Storage","yes","yes","www.amazon.ca","yes","yes","no","no","no","no","no","fail","fail","no","missing affiliate marker (tag=)","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"G58YHXBd57w3nNqvbsYL","Minimal Shelf Unit","Amazon","storage","53.99","","https://www.amazon.ca/s?k=Minimal%20Shelf%20Unit%20SwipeShop%20Studio%20storage","https://www.amazon.ca/s?k=Minimal%20Shelf%20Unit%20SwipeShop%20Studio%20storage","yes","yes","www.amazon.ca","yes","yes","no","no","no","no","no","fail","fail","no","missing affiliate marker (tag=)","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"Gcpej4Q92ZYWkvIdBxsw","Minimal Planter","Amazon","plants","51.99","","https://www.amazon.ca/s?k=Minimal%20Planter%20SwipeShop%20Studio%20plants","https://www.amazon.ca/s?k=Minimal%20Planter%20SwipeShop%20Studio%20plants","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","fail","fail","no","missing affiliate marker (tag=); duplicate raw purchaseUrl used by multiple products","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"GjzjySmaBnR9m0J8CY62","Soft Wall Poster","Amazon","wall-decor","51.99","","https://www.amazon.ca/s?k=Soft%20Wall%20Poster%20SwipeShop%20Studio%20wall_art","https://www.amazon.ca/s?k=Soft%20Wall%20Poster%20SwipeShop%20Studio%20wall_art","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","fail","fail","no","missing affiliate marker (tag=); duplicate raw purchaseUrl used by multiple products","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"GnCqgDVapLweVSpGpEUq","Soft Bench","Amazon","storage","152.99","","https://www.amazon.ca/s?k=Soft%20Bench%20SwipeShop%20Studio%20seating","https://www.amazon.ca/s?k=Soft%20Bench%20SwipeShop%20Studio%20seating","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","fail","fail","no","missing affiliate marker (tag=); duplicate raw purchaseUrl used by multiple products","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"Gph67eKsyZvpcP9nsof1","Classic Shelf Unit","Amazon","storage","47.99","","https://www.amazon.ca/s?k=Classic%20Shelf%20Unit%20SwipeShop%20Studio%20storage","https://www.amazon.ca/s?k=Classic%20Shelf%20Unit%20SwipeShop%20Studio%20storage","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","fail","fail","no","missing affiliate marker (tag=); duplicate raw purchaseUrl used by multiple products","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"GyqkpejgA81pSmDoo3u0","Bold Ceramic Set","Amazon","storage","40.99","","https://www.amazon.ca/s?k=Bold%20Ceramic%20Set%20SwipeShop%20Studio%20kitchen_decor","https://www.amazon.ca/s?k=Bold%20Ceramic%20Set%20SwipeShop%20Studio%20kitchen_decor","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","fail","fail","no","missing affiliate marker (tag=); duplicate raw purchaseUrl used by multiple products","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"H4JvMXlGzmKD5vy0Eym4","Bold Stool","Amazon","storage","149.99","","https://www.amazon.ca/s?k=Bold%20Stool%20SwipeShop%20Studio%20seating","https://www.amazon.ca/s?k=Bold%20Stool%20SwipeShop%20Studio%20seating","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","fail","fail","no","missing affiliate marker (tag=); duplicate raw purchaseUrl used by multiple products","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"H8xdUfqETJS2MIRlO47s","Modern Floor Lamp","Amazon","lighting","76.99","","https://www.amazon.ca/s?k=Modern%20Floor%20Lamp%20SwipeShop%20Studio%20lighting","https://www.amazon.ca/s?k=Modern%20Floor%20Lamp%20SwipeShop%20Studio%20lighting","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","fail","fail","no","missing affiliate marker (tag=); duplicate raw purchaseUrl used by multiple products","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"HSZrWfxiXuuevvlnT4qG","Minimal Pillow Set","Amazon","cozy-bedroom","78.99","","https://www.amazon.ca/s?k=Minimal%20Pillow%20Set%20SwipeShop%20Studio%20bedding","https://www.amazon.ca/s?k=Minimal%20Pillow%20Set%20SwipeShop%20Studio%20bedding","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","fail","fail","no","missing affiliate marker (tag=); duplicate raw purchaseUrl used by multiple products","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"HfoDYcB4eY89YU4afhNC","Bold Runner Rug","Amazon","storage","91.99","","https://www.amazon.ca/s?k=Bold%20Runner%20Rug%20SwipeShop%20Studio%20rugs","https://www.amazon.ca/s?k=Bold%20Runner%20Rug%20SwipeShop%20Studio%20rugs","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","fail","fail","no","missing affiliate marker (tag=); duplicate raw purchaseUrl used by multiple products","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"HgGe5ua4dgui4dljcljW","Minimal Shelf Unit","Amazon","storage","139.99","","https://www.amazon.ca/s?k=Minimal%20Shelf%20Unit%20SwipeShop%20Studio%20Storage","https://www.amazon.ca/s?k=Minimal%20Shelf%20Unit%20SwipeShop%20Studio%20Storage","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","fail","fail","no","missing affiliate marker (tag=); duplicate raw purchaseUrl used by multiple products","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"HnoAE1mhxHE2uNmm4xIM","Modern Duvet Set","Amazon","cozy-bedroom","81.99","","https://www.amazon.ca/s?k=Modern%20Duvet%20Set%20SwipeShop%20Studio%20bedding","https://www.amazon.ca/s?k=Modern%20Duvet%20Set%20SwipeShop%20Studio%20bedding","yes","yes","www.amazon.ca","yes","yes","no","no","no","no","no","fail","fail","no","missing affiliate marker (tag=)","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"Hw1pYjPGEY2jlhba4ZBn","Soft Coffee Table","Amazon","storage","144.99","","https://www.amazon.ca/s?k=Soft%20Coffee%20Table%20SwipeShop%20Studio%20tables","https://www.amazon.ca/s?k=Soft%20Coffee%20Table%20SwipeShop%20Studio%20tables","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","fail","fail","no","missing affiliate marker (tag=); duplicate raw purchaseUrl used by multiple products","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"Hydlaj7TRLlUCo26AmWK","Round Wall Mirror","Amazon","mirrors","59.99","","https://www.amazon.ca/s?k=Round%20Wall%20Mirror%20SwipeShop%20Studio%20Mirrors","https://www.amazon.ca/s?k=Round%20Wall%20Mirror%20SwipeShop%20Studio%20Mirrors","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","fail","fail","no","missing affiliate marker (tag=); duplicate raw purchaseUrl used by multiple products","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"HywrEGnULzJL1bsYEVfS","Soft Stool","Amazon","storage","158.99","","https://www.amazon.ca/s?k=Soft%20Stool%20SwipeShop%20Studio%20seating","https://www.amazon.ca/s?k=Soft%20Stool%20SwipeShop%20Studio%20seating","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","fail","fail","no","missing affiliate marker (tag=); duplicate raw purchaseUrl used by multiple products","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"I8BEqPOvztwVHbKl5pwM","Classic Wall Poster","Amazon","wall-decor","42.99","","https://www.amazon.ca/s?k=Classic%20Wall%20Poster%20SwipeShop%20Studio%20wall_art","https://www.amazon.ca/s?k=Classic%20Wall%20Poster%20SwipeShop%20Studio%20wall_art","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","fail","fail","no","missing affiliate marker (tag=); duplicate raw purchaseUrl used by multiple products","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"IlNv9KioYhOpgZd7yM6d","Neutral Side Table","Amazon","storage","144.99","","https://www.amazon.ca/s?k=Neutral%20Side%20Table%20SwipeShop%20Studio%20tables","https://www.amazon.ca/s?k=Neutral%20Side%20Table%20SwipeShop%20Studio%20tables","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","fail","fail","no","missing affiliate marker (tag=); duplicate raw purchaseUrl used by multiple products","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"ItCpe247P4fqC9yNq6Zx","Classic Round Mirror","Amazon","mirrors","86.99","","https://www.amazon.ca/s?k=Classic%20Round%20Mirror%20SwipeShop%20Studio%20mirrors","https://www.amazon.ca/s?k=Classic%20Round%20Mirror%20SwipeShop%20Studio%20mirrors","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","fail","fail","no","missing affiliate marker (tag=); duplicate raw purchaseUrl used by multiple products","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"ItEpkBYUXC3n6Q19eLjt","Bold Runner Rug","Amazon","storage","100.99","","https://www.amazon.ca/s?k=Bold%20Runner%20Rug%20SwipeShop%20Studio%20rugs","https://www.amazon.ca/s?k=Bold%20Runner%20Rug%20SwipeShop%20Studio%20rugs","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","fail","fail","no","missing affiliate marker (tag=); duplicate raw purchaseUrl used by multiple products","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"IuYeHxjWQwjzxIwZXBUh","Neutral Duvet Set","Amazon","cozy-bedroom","81.99","","https://www.amazon.ca/s?k=Neutral%20Duvet%20Set%20SwipeShop%20Studio%20bedding","https://www.amazon.ca/s?k=Neutral%20Duvet%20Set%20SwipeShop%20Studio%20bedding","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","fail","fail","no","missing affiliate marker (tag=); duplicate raw purchaseUrl used by multiple products","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"J4a68d042Rba8gwIejSt","Modern Table Lamp","Amazon","lighting","49.99","","https://www.amazon.ca/s?k=Modern%20Table%20Lamp%20SwipeShop%20Studio%20Lighting","https://www.amazon.ca/s?k=Modern%20Table%20Lamp%20SwipeShop%20Studio%20Lighting","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","fail","fail","no","missing affiliate marker (tag=); duplicate raw purchaseUrl used by multiple products","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"JGEloy7I8aMrO4Mg6FCt","Cozy Canvas Art","Amazon","wall-decor","42.99","","https://www.amazon.ca/s?k=Cozy%20Canvas%20Art%20SwipeShop%20Studio%20wall_art","https://www.amazon.ca/s?k=Cozy%20Canvas%20Art%20SwipeShop%20Studio%20wall_art","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","fail","fail","no","missing affiliate marker (tag=); duplicate raw purchaseUrl used by multiple products","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"JJEfWrWLmzilbd4ySD1b","Modern Stool","Amazon","storage","176.99","","https://www.amazon.ca/s?k=Modern%20Stool%20SwipeShop%20Studio%20seating","https://www.amazon.ca/s?k=Modern%20Stool%20SwipeShop%20Studio%20seating","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","fail","fail","no","missing affiliate marker (tag=); duplicate raw purchaseUrl used by multiple products","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"JSumpMGXMm3ovM0Qkzlq","Soft Shelf Unit","Amazon","storage","35.99","","https://www.amazon.ca/s?k=Soft%20Shelf%20Unit%20SwipeShop%20Studio%20storage","https://www.amazon.ca/s?k=Soft%20Shelf%20Unit%20SwipeShop%20Studio%20storage","yes","yes","www.amazon.ca","yes","yes","no","no","no","no","no","fail","fail","no","missing affiliate marker (tag=)","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"JY6hqFLINwhnvGrG0XsD","Neutral Area Rug","Amazon","storage","97.99","","https://www.amazon.ca/s?k=Neutral%20Area%20Rug%20SwipeShop%20Studio%20rugs","https://www.amazon.ca/s?k=Neutral%20Area%20Rug%20SwipeShop%20Studio%20rugs","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","fail","fail","no","missing affiliate marker (tag=); duplicate raw purchaseUrl used by multiple products","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"JZEy8zMjymcyp4KsLqSL","Modern Indoor Plant","Amazon","plants","30.99","","https://www.amazon.ca/s?k=Modern%20Indoor%20Plant%20SwipeShop%20Studio%20plants","https://www.amazon.ca/s?k=Modern%20Indoor%20Plant%20SwipeShop%20Studio%20plants","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","fail","fail","no","missing affiliate marker (tag=); duplicate raw purchaseUrl used by multiple products","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"K0pANLIg63aqCvJZn5BG","Minimal Pendant Light","Amazon","lighting","76.99","","https://www.amazon.ca/s?k=Minimal%20Pendant%20Light%20SwipeShop%20Studio%20lighting","https://www.amazon.ca/s?k=Minimal%20Pendant%20Light%20SwipeShop%20Studio%20lighting","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","fail","fail","no","missing affiliate marker (tag=); duplicate raw purchaseUrl used by multiple products","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"K4LYrvjpYtwWgNLJxhjz","Bold Ceramic Set","Amazon","storage","25.99","","https://www.amazon.ca/s?k=Bold%20Ceramic%20Set%20SwipeShop%20Studio%20kitchen_decor","https://www.amazon.ca/s?k=Bold%20Ceramic%20Set%20SwipeShop%20Studio%20kitchen_decor","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","fail","fail","no","missing affiliate marker (tag=); duplicate raw purchaseUrl used by multiple products","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"KAJANlCjjlfvv4RTSVdk","Classic Planter","Amazon","plants","45.99","","https://www.amazon.ca/s?k=Classic%20Planter%20SwipeShop%20Studio%20plants","https://www.amazon.ca/s?k=Classic%20Planter%20SwipeShop%20Studio%20plants","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","fail","fail","no","missing affiliate marker (tag=); duplicate raw purchaseUrl used by multiple products","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"KCJ1sVhx7Z0ucA1dJ2kn","Cozy Serving Tray","Amazon","storage","37.99","","https://www.amazon.ca/s?k=Cozy%20Serving%20Tray%20SwipeShop%20Studio%20kitchen_decor","https://www.amazon.ca/s?k=Cozy%20Serving%20Tray%20SwipeShop%20Studio%20kitchen_decor","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","fail","fail","no","missing affiliate marker (tag=); duplicate raw purchaseUrl used by multiple products","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"KGZPWTXWk7fTo9agooN6","Minimal Area Rug","Amazon","storage","94.99","","https://www.amazon.ca/s?k=Minimal%20Area%20Rug%20SwipeShop%20Studio%20rugs","https://www.amazon.ca/s?k=Minimal%20Area%20Rug%20SwipeShop%20Studio%20rugs","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","fail","fail","no","missing affiliate marker (tag=); duplicate raw purchaseUrl used by multiple products","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"KHUUtQvdJQhxAXcYS5vp","Neutral Wool Rug","Amazon","storage","100.99","","https://www.amazon.ca/s?k=Neutral%20Wool%20Rug%20SwipeShop%20Studio%20rugs","https://www.amazon.ca/s?k=Neutral%20Wool%20Rug%20SwipeShop%20Studio%20rugs","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","fail","fail","no","missing affiliate marker (tag=); duplicate raw purchaseUrl used by multiple products","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"KYOsMCS5viqcBDLglZkI","Classic Canvas Art","Amazon","wall-decor","60.99","","https://www.amazon.ca/s?k=Classic%20Canvas%20Art%20SwipeShop%20Studio%20wall_art","https://www.amazon.ca/s?k=Classic%20Canvas%20Art%20SwipeShop%20Studio%20wall_art","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","fail","fail","no","missing affiliate marker (tag=); duplicate raw purchaseUrl used by multiple products","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"Kgb9zDaaMSdrVFIEbEgU","Cozy Pillow Set","Amazon","cozy-bedroom","69.99","","https://www.amazon.ca/s?k=Cozy%20Pillow%20Set%20SwipeShop%20Studio%20bedding","https://www.amazon.ca/s?k=Cozy%20Pillow%20Set%20SwipeShop%20Studio%20bedding","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","fail","fail","no","missing affiliate marker (tag=); duplicate raw purchaseUrl used by multiple products","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"L6ahdqndO94vzhPw2DxP","Classic Side Table","Amazon","storage","132.99","","https://www.amazon.ca/s?k=Classic%20Side%20Table%20SwipeShop%20Studio%20tables","https://www.amazon.ca/s?k=Classic%20Side%20Table%20SwipeShop%20Studio%20tables","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","fail","fail","no","missing affiliate marker (tag=); duplicate raw purchaseUrl used by multiple products","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"L76nDqmtfHrtOSVCVBnm","Bold Area Rug","Amazon","storage","82.99","","https://www.amazon.ca/s?k=Bold%20Area%20Rug%20SwipeShop%20Studio%20rugs","https://www.amazon.ca/s?k=Bold%20Area%20Rug%20SwipeShop%20Studio%20rugs","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","fail","fail","no","missing affiliate marker (tag=); duplicate raw purchaseUrl used by multiple products","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"LDRTDGuqUeVfCRC55ko7","Cozy Pendant Light","Amazon","lighting","73.99","","https://www.amazon.ca/s?k=Cozy%20Pendant%20Light%20SwipeShop%20Studio%20lighting","https://www.amazon.ca/s?k=Cozy%20Pendant%20Light%20SwipeShop%20Studio%20lighting","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","fail","fail","no","missing affiliate marker (tag=); duplicate raw purchaseUrl used by multiple products","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"LE9HwXcUQqeTSAesuZfV","Minimal Bench","Amazon","storage","164.99","","https://www.amazon.ca/s?k=Minimal%20Bench%20SwipeShop%20Studio%20seating","https://www.amazon.ca/s?k=Minimal%20Bench%20SwipeShop%20Studio%20seating","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","fail","fail","no","missing affiliate marker (tag=); duplicate raw purchaseUrl used by multiple products","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"LF2LvGG71HjoINbYdsiO","Cozy Side Table","Amazon","storage","138.99","","https://www.amazon.ca/s?k=Cozy%20Side%20Table%20SwipeShop%20Studio%20tables","https://www.amazon.ca/s?k=Cozy%20Side%20Table%20SwipeShop%20Studio%20tables","yes","yes","www.amazon.ca","yes","yes","no","no","no","no","no","fail","fail","no","missing affiliate marker (tag=)","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"LI7ZfLBH135WxWtCeNjE","Soft Stool","Amazon","storage","161.99","","https://www.amazon.ca/s?k=Soft%20Stool%20SwipeShop%20Studio%20seating","https://www.amazon.ca/s?k=Soft%20Stool%20SwipeShop%20Studio%20seating","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","fail","fail","no","missing affiliate marker (tag=); duplicate raw purchaseUrl used by multiple products","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"LMCI0j7Dpa9cVHa7HVVx","Soft Wall Mirror","Amazon","mirrors","65.99","","https://www.amazon.ca/s?k=Soft%20Wall%20Mirror%20SwipeShop%20Studio%20mirrors","https://www.amazon.ca/s?k=Soft%20Wall%20Mirror%20SwipeShop%20Studio%20mirrors","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","fail","fail","no","missing affiliate marker (tag=); duplicate raw purchaseUrl used by multiple products","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"LTcHCvYvOvQiXieuYu4U","Classic Wool Rug","Amazon","storage","79.99","","https://www.amazon.ca/s?k=Classic%20Wool%20Rug%20SwipeShop%20Studio%20rugs","https://www.amazon.ca/s?k=Classic%20Wool%20Rug%20SwipeShop%20Studio%20rugs","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","fail","fail","no","missing affiliate marker (tag=); duplicate raw purchaseUrl used by multiple products","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
