"id","name","retailer","category","price","purchaseUrl","asin"
"JY6hqFLINwhnvGrG0XsD","Neutral Area Rug","Amazon","storage","97.99","https://www.amazon.ca/s?k=Neutral%20Area%20Rug%20SwipeShop%20Studio%20rugs",""
"JZEy8zMjymcyp4KsLqSL","Modern Indoor Plant","Amazon","plants","30.99","https://www.amazon.ca/s?k=Modern%20Indoor%20Plant%20SwipeShop%20Studio%20plants",""
"K0pANLIg63aqCvJZn5BG","Minimal Pendant Light","Amazon","lighting","76.99","https://www.amazon.ca/s?k=Minimal%20Pendant%20Light%20SwipeShop%20Studio%20lighting",""
"K4LYrvjpYtwWgNLJxhjz","Bold Ceramic Set","Amazon","storage","25.99","https://www.amazon.ca/s?k=Bold%20Ceramic%20Set%20SwipeShop%20Studio%20kitchen_decor",""
"KAJANlCjjlfvv4RTSVdk","Classic Planter","Amazon","plants","45.99","https://www.amazon.ca/s?k=Classic%20Planter%20SwipeShop%20Studio%20plants",""
"KCJ1sVhx7Z0ucA1dJ2kn","Cozy Serving Tray","Amazon","storage","37.99","https://www.amazon.ca/s?k=Cozy%20Serving%20Tray%20SwipeShop%20Studio%20kitchen_decor",""
"KGZPWTXWk7fTo9agooN6","Minimal Area Rug","Amazon","storage","94.99","https://www.amazon.ca/s?k=Minimal%20Area%20Rug%20SwipeShop%20Studio%20rugs",""
"KHUUtQvdJQhxAXcYS5vp","Neutral Wool Rug","Amazon","storage","100.99","https://www.amazon.ca/s?k=Neutral%20Wool%20Rug%20SwipeShop%20Studio%20rugs",""
"KYOsMCS5viqcBDLglZkI","Classic Canvas Art","Amazon","wall-decor","60.99","https://www.amazon.ca/s?k=Classic%20Canvas%20Art%20SwipeShop%20Studio%20wall_art",""
"Kgb9zDaaMSdrVFIEbEgU","Cozy Pillow Set","Amazon","cozy-bedroom","69.99","https://www.amazon.ca/s?k=Cozy%20Pillow%20Set%20SwipeShop%20Studio%20bedding",""
"L6ahdqndO94vzhPw2DxP","Classic Side Table","Amazon","storage","132.99","https://www.amazon.ca/s?k=Classic%20Side%20Table%20SwipeShop%20Studio%20tables",""
"L76nDqmtfHrtOSVCVBnm","Bold Area Rug","Amazon","storage","82.99","https://www.amazon.ca/s?k=Bold%20Area%20Rug%20SwipeShop%20Studio%20rugs",""
"LDRTDGuqUeVfCRC55ko7","Cozy Pendant Light","Amazon","lighting","73.99","https://www.amazon.ca/s?k=Cozy%20Pendant%20Light%20SwipeShop%20Studio%20lighting",""
"LE9HwXcUQqeTSAesuZfV","Minimal Bench","Amazon","storage","164.99","https://www.amazon.ca/s?k=Minimal%20Bench%20SwipeShop%20Studio%20seating",""
"LF2LvGG71HjoINbYdsiO","Cozy Side Table","Amazon","storage","138.99","https://www.amazon.ca/s?k=Cozy%20Side%20Table%20SwipeShop%20Studio%20tables",""
"LI7ZfLBH135WxWtCeNjE","Soft Stool","Amazon","storage","161.99","https://www.amazon.ca/s?k=Soft%20Stool%20SwipeShop%20Studio%20seating",""
"LMCI0j7Dpa9cVHa7HVVx","Soft Wall Mirror","Amazon","mirrors","65.99","https://www.amazon.ca/s?k=Soft%20Wall%20Mirror%20SwipeShop%20Studio%20mirrors",""
"LTcHCvYvOvQiXieuYu4U","Classic Wool Rug","Amazon","storage","79.99","https://www.amazon.ca/s?k=Classic%20Wool%20Rug%20SwipeShop%20Studio%20rugs",""
"LUkkAj8Wd6ZOKGw1nVjB","Soft Planter","Amazon","plants","51.99","https://www.amazon.ca/s?k=Soft%20Planter%20SwipeShop%20Studio%20plants",""
"Lb9wEg1Rc1MHoOzWOYEX","Abstract Canvas Print","Amazon","wall-decor","39.99","https://www.amazon.ca/s?k=Abstract%20Canvas%20Print%20SwipeShop%20Studio%20Wall%20Art",""
"Le2LUoUJnS2a777bySjE","Modern Indoor Plant","Amazon","plants","30.99","https://www.amazon.ca/s?k=Modern%20Indoor%20Plant%20SwipeShop%20Studio%20plants",""
"Luk0tHsg2B0Q82DTejOz","Neutral Console Table","Amazon","storage","156.99","https://www.amazon.ca/s?k=Neutral%20Console%20Table%20SwipeShop%20Studio%20tables",""
"LzDTGvDmO5hHgjlQn0ap","Round Coffee Table","Amazon","storage","149.99","https://www.amazon.ca/s?k=Round%20Coffee%20Table%20SwipeShop%20Studio%20Tables",""
"M9A71PUoXh3XZobuhLv5","Bold Runner Rug","Amazon","storage","88.99","https://www.amazon.ca/s?k=Bold%20Runner%20Rug%20SwipeShop%20Studio%20rugs",""
"MJSrMsHBpYHx0KpQhtmX","Cozy Vanity Mirror","Amazon","mirrors","62.99","https://www.amazon.ca/s?k=Cozy%20Vanity%20Mirror%20SwipeShop%20Studio%20mirrors",""
"Mepy65gYgwMOaXyCRKNJ","Cozy Framed Print","Amazon","wall-decor","54.99","https://www.amazon.ca/s?k=Cozy%20Framed%20Print%20SwipeShop%20Studio%20wall_art",""
"Mex7Npc11EWv8BEMdFU1","Classic Ceramic Set","Amazon","storage","19.99","https://www.amazon.ca/s?k=Classic%20Ceramic%20Set%20SwipeShop%20Studio%20kitchen_decor",""
"Mez6DrfwXhV2ax9r4u2t","Cozy Kitchen Decor","Amazon","storage","22.99","https://www.amazon.ca/s?k=Cozy%20Kitchen%20Decor%20SwipeShop%20Studio%20kitchen_decor",""
"N3ybuj7bEu4mF1Zj85lM","Minimal Line Art Set (2-pack)","Amazon","wall-decor","29.99","https://www.amazon.ca/s?k=Minimal%20Line%20Art%20Set%20(2-pack)%20SwipeShop%20Studio%20Wall%20Art",""
"NBopzWeb2rJGGKrAKuz0","Cozy Wall Poster","Amazon","wall-decor","54.99","https://www.amazon.ca/s?k=Cozy%20Wall%20Poster%20SwipeShop%20Studio%20wall_art",""
"NIu51t1CmhkGT5NXouL8","Cozy Floor Lamp","Amazon","lighting","67.99","https://www.amazon.ca/s?k=Cozy%20Floor%20Lamp%20SwipeShop%20Studio%20lighting",""
"NO4fMMQsrhDAW05aA40e","Full Length Mirror","Amazon","mirrors","89.99","https://www.amazon.ca/s?k=Full%20Length%20Mirror%20SwipeShop%20Studio%20Mirrors",""
"NRGTGdTScA6VdUBh63PG","Minimal Line Art Set (2-pack)","Amazon","wall-decor","29.99","https://www.amazon.ca/s?k=Minimal%20Line%20Art%20Set%20(2-pack)%20SwipeShop%20Studio%20Wall%20Art",""
"Nay2YSWy8F2gPd1TyGnx","Cozy Canvas Art","Amazon","wall-decor","48.99","https://www.amazon.ca/s?k=Cozy%20Canvas%20Art%20SwipeShop%20Studio%20wall_art",""
"NoKD2XdFMWO4LETAfixS","Cozy Framed Print","Amazon","wall-decor","63.99","https://www.amazon.ca/s?k=Cozy%20Framed%20Print%20SwipeShop%20Studio%20wall_art",""
"NvtnCbVpjcAa0X4HOscT","Soft Storage Basket","Amazon","storage","35.99","https://www.amazon.ca/s?k=Soft%20Storage%20Basket%20SwipeShop%20Studio%20storage",""
"O6jxpN8pF8oi349mpfIS","Cozy Sheet Set","Amazon","cozy-bedroom","69.99","https://www.amazon.ca/s?k=Cozy%20Sheet%20Set%20SwipeShop%20Studio%20bedding",""
"OGGXsgNNFCJFD4iwcbVu","Soft Bench","Amazon","storage","158.99","https://www.amazon.ca/s?k=Soft%20Bench%20SwipeShop%20Studio%20seating",""
"OKGfTZSnPdOrfyT9VQiU","Classic Wool Rug","Amazon","storage","85.99","https://www.amazon.ca/s?k=Classic%20Wool%20Rug%20SwipeShop%20Studio%20rugs",""
"OOeKiBpymqbQpwejOHOx","Modern Table Lamp","Amazon","lighting","49.99","https://www.amazon.ca/s?k=Modern%20Table%20Lamp%20SwipeShop%20Studio%20Lighting",""
"OlB5PDnxLTsXAkSxJ3sD","Modern Stool","Amazon","storage","158.99","https://www.amazon.ca/s?k=Modern%20Stool%20SwipeShop%20Studio%20seating",""
"Oq56hkVTLzwF1jUEVWpY","Cozy Shelf Unit","Amazon","storage","47.99","https://www.amazon.ca/s?k=Cozy%20Shelf%20Unit%20SwipeShop%20Studio%20storage",""
"OrdG44desgXQ2bWcnaOC","Neutral Indoor Plant","Amazon","plants","24.99","https://www.amazon.ca/s?k=Neutral%20Indoor%20Plant%20SwipeShop%20Studio%20plants",""
"OuxOf0wevbdPagSL3ypJ","Minimal Canister Set","Amazon","storage","34.99","https://www.amazon.ca/s?k=Minimal%20Canister%20Set%20SwipeShop%20Studio%20Kitchen%20Decor",""
"OwLi5Rxj29Cw1dyOneok","Modern Table Lamp","Amazon","lighting","67.99","https://www.amazon.ca/s?k=Modern%20Table%20Lamp%20SwipeShop%20Studio%20lighting",""
"Oypy1o6XAQXLNLDpnAlS","Entryway Shoe Cabinet","Amazon","storage","159.99","https://www.amazon.ca/s?k=Entryway%20Shoe%20Cabinet%20SwipeShop%20Studio%20Storage",""
"P5YfkRfzNMNzoT3RGxw1","Neutral Framed Print","Amazon","wall-decor","63.99","https://www.amazon.ca/s?k=Neutral%20Framed%20Print%20SwipeShop%20Studio%20wall_art",""
"PA2B42hxNlju4Tno7P0f","Cozy Vanity Mirror","Amazon","mirrors","68.99","https://www.amazon.ca/s?k=Cozy%20Vanity%20Mirror%20SwipeShop%20Studio%20mirrors",""
"PE55ozLPYpmVboSJyGFs","Cozy Duvet Set","Amazon","cozy-bedroom","69.99","https://www.amazon.ca/s?k=Cozy%20Duvet%20Set%20SwipeShop%20Studio%20bedding",""
"PFXVSycITdF7huhZmEye","Minimal Potted Plant","Amazon","plants","42.99","https://www.amazon.ca/s?k=Minimal%20Potted%20Plant%20SwipeShop%20Studio%20plants",""
"PJ2Ap78oZWlZt9IY5rVm","Minimal Indoor Plant","Amazon","plants","30.99","https://www.amazon.ca/s?k=Minimal%20Indoor%20Plant%20SwipeShop%20Studio%20plants",""
"PPzqIjnx5hCeGkTGzDMP","Wood Cutting Board Set","Amazon","storage","29.99","https://www.amazon.ca/s?k=Wood%20Cutting%20Board%20Set%20SwipeShop%20Studio%20Kitchen%20Decor",""
"PWaGYUh8KhJuudoWcVUY","Bold Pillow Set","Amazon","cozy-bedroom","87.99","https://www.amazon.ca/s?k=Bold%20Pillow%20Set%20SwipeShop%20Studio%20bedding",""
"PwSaPNIUbIqlAsmXUbVK","Cozy Bench","Amazon","storage","152.99","https://www.amazon.ca/s?k=Cozy%20Bench%20SwipeShop%20Studio%20seating",""
"Px5moiGARzxBWB1x1PL1","Modern Pendant Light","Amazon","lighting","58.99","https://www.amazon.ca/s?k=Modern%20Pendant%20Light%20SwipeShop%20Studio%20lighting",""
"QDlwKWdA9DEJgX6PeC4e","Classic Side Table","Amazon","storage","135.99","https://www.amazon.ca/s?k=Classic%20Side%20Table%20SwipeShop%20Studio%20tables",""
"QGckn4u82CqKcQNJq2qh","Modern Area Rug","Amazon","storage","82.99","https://www.amazon.ca/s?k=Modern%20Area%20Rug%20SwipeShop%20Studio%20rugs",""
"QOkjTvijsp93TRG8utN4","Round Coffee Table","Amazon","storage","149.99","https://www.amazon.ca/s?k=Round%20Coffee%20Table%20SwipeShop%20Studio%20Tables",""
"QPEWqiPsXLBNioN5HhTX","Minimal Framed Print","Amazon","wall-decor","39.99","https://www.amazon.ca/s?k=Minimal%20Framed%20Print%20SwipeShop%20Studio%20wall_art",""
"QrrjTDQSRNuUVajwFG1U","Modern Framed Print","Amazon","wall-decor","57.99","https://www.amazon.ca/s?k=Modern%20Framed%20Print%20SwipeShop%20Studio%20wall_art",""
"RBmRveafFpCazaMCS3lT","Soft Wall Poster","Amazon","wall-decor","54.99","https://www.amazon.ca/s?k=Soft%20Wall%20Poster%20SwipeShop%20Studio%20wall_art",""
"RDAqIX0ckCncC4s2v7dA","Soft Serving Tray","Amazon","storage","34.99","https://www.amazon.ca/s?k=Soft%20Serving%20Tray%20SwipeShop%20Studio%20kitchen_decor",""
"RDqmiKLKcNHsM71BCVN1","Classic Ceramic Set","Amazon","storage","43.99","https://www.amazon.ca/s?k=Classic%20Ceramic%20Set%20SwipeShop%20Studio%20kitchen_decor",""
"ReKSd59RVrO37RDyg4BB","Soft Table Lamp","Amazon","lighting","73.99","https://www.amazon.ca/s?k=Soft%20Table%20Lamp%20SwipeShop%20Studio%20lighting",""
"RrZcEePDTMRIefwpoaNG","Neutral Area Rug","Amazon","storage","79.99","https://www.amazon.ca/s?k=Neutral%20Area%20Rug%20SwipeShop%20Studio%20Rugs",""
"SQOHrDkjXbdGNvuBkEtf","Minimal Framed Print","Amazon","wall-decor","45.99","https://www.amazon.ca/s?k=Minimal%20Framed%20Print%20SwipeShop%20Studio%20wall_art",""
"SnJ5ymEZtgCnv65nPykL","Cozy Indoor Plant","Amazon","plants","30.99","https://www.amazon.ca/s?k=Cozy%20Indoor%20Plant%20SwipeShop%20Studio%20plants",""
"Sy4SbeuZKMV8LTHEzlmB","Neutral Stool","Amazon","storage","149.99","https://www.amazon.ca/s?k=Neutral%20Stool%20SwipeShop%20Studio%20seating",""
"SzkcaSVq0rUqnzVrEDDX","Modern Storage Basket","Amazon","storage","53.99","https://www.amazon.ca/s?k=Modern%20Storage%20Basket%20SwipeShop%20Studio%20storage",""
"TrTxeMY6b0Lvg0j7Njou","Neutral Accent Chair","Amazon","storage","176.99","https://www.amazon.ca/s?k=Neutral%20Accent%20Chair%20SwipeShop%20Studio%20seating",""
"TrkWmMX3QppV8s27M6Ct","Classic Storage Basket","Amazon","storage","56.99","https://www.amazon.ca/s?k=Classic%20Storage%20Basket%20SwipeShop%20Studio%20storage",""
"TxOjvruVXo7NTtsmwlMh","Soft Wall Poster","Amazon","wall-decor","57.99","https://www.amazon.ca/s?k=Soft%20Wall%20Poster%20SwipeShop%20Studio%20wall_art",""
"U8cavhZoProJ1QaZFbLa","Classic Area Rug","Amazon","storage","106.99","https://www.amazon.ca/s?k=Classic%20Area%20Rug%20SwipeShop%20Studio%20rugs",""
"UDmKGt5BjOIaWjgT6AB0","Bold Canvas Art","Amazon","wall-decor","63.99","https://www.amazon.ca/s?k=Bold%20Canvas%20Art%20SwipeShop%20Studio%20wall_art",""
"UHPoTjsWAhkp6SEaDZZP","Modern Wool Rug","Amazon","storage","97.99","https://www.amazon.ca/s?k=Modern%20Wool%20Rug%20SwipeShop%20Studio%20rugs",""
"UJ6fbmZ3gwQKBgfYLLg8","Minimal Pendant Light","Amazon","lighting","89.99","https://www.amazon.ca/s?k=Minimal%20Pendant%20Light%20SwipeShop%20Studio%20Lighting",""
"UX2hJPJ7nSG8esrSTgHu","Minimal Console Table","Amazon","storage","129.99","https://www.amazon.ca/s?k=Minimal%20Console%20Table%20SwipeShop%20Studio%20Tables",""
"Umm1g8vYl7iP5NOnnQO0","Vintage Pattern Rug","Amazon","storage","109.99","https://www.amazon.ca/s?k=Vintage%20Pattern%20Rug%20SwipeShop%20Studio%20Rugs",""
"UueI1viRMI0Duzxpg3TM","Modern Stool","Amazon","storage","158.99","https://www.amazon.ca/s?k=Modern%20Stool%20SwipeShop%20Studio%20seating",""
"Uvao2qupXiHlzErPF5V5","Cozy Wool Rug","Amazon","storage","82.99","https://www.amazon.ca/s?k=Cozy%20Wool%20Rug%20SwipeShop%20Studio%20rugs",""
"VG0lk5f4d19OqMlNXoNL","Bold Table Lamp","Amazon","lighting","61.99","https://www.amazon.ca/s?k=Bold%20Table%20Lamp%20SwipeShop%20Studio%20lighting",""
"VHnuiH20ZBKw59LYPi1A","Neutral Side Table","Amazon","storage","144.99","https://www.amazon.ca/s?k=Neutral%20Side%20Table%20SwipeShop%20Studio%20tables",""
"VKvvkAi4r0pAkIsC59uh","Ceramic Vase (Kitchen Shelf)","Amazon","shelf-styling","24.99","https://www.amazon.ca/s?k=Ceramic%20Vase%20(Kitchen%20Shelf)%20SwipeShop%20Studio%20Kitchen%20Decor",""
"VhFIYKqZ8u1QxJdVadZc","Minimal Wool Rug","Amazon","storage","100.99","https://www.amazon.ca/s?k=Minimal%20Wool%20Rug%20SwipeShop%20Studio%20rugs",""
"VtFWEfuFumwsNuE4Awnx","Cozy Kitchen Decor","Amazon","storage","43.99","https://www.amazon.ca/s?k=Cozy%20Kitchen%20Decor%20SwipeShop%20Studio%20kitchen_decor",""
"W9aIYTCb8sKURxg2PKuP","Soft Console Table","Amazon","storage","141.99","https://www.amazon.ca/s?k=Soft%20Console%20Table%20SwipeShop%20Studio%20tables",""
"WQSpAGSEMNDaUZamhpwH","Modern Organizer","Amazon","storage","47.99","https://www.amazon.ca/s?k=Modern%20Organizer%20SwipeShop%20Studio%20storage",""
"WS9odWgps2KW2xmBqI0U","Bold Canvas Art","Amazon","wall-decor","51.99","https://www.amazon.ca/s?k=Bold%20Canvas%20Art%20SwipeShop%20Studio%20wall_art",""
"Wp5Hh4nwZWWDScLuEzhV","Bold Side Table","Amazon","storage","156.99","https://www.amazon.ca/s?k=Bold%20Side%20Table%20SwipeShop%20Studio%20tables",""
"XA63AfhZCwtHjx70onpA","Bold Accent Chair","Amazon","storage","170.99","https://www.amazon.ca/s?k=Bold%20Accent%20Chair%20SwipeShop%20Studio%20seating",""
"XENh1h4zqTwzlWVMUTwK","Bold Floor Lamp","Amazon","lighting","52.99","https://www.amazon.ca/s?k=Bold%20Floor%20Lamp%20SwipeShop%20Studio%20lighting",""
"XXsLWfKqrOe2XsE5prLK","Minimal Potted Plant","Amazon","plants","30.99","https://www.amazon.ca/s?k=Minimal%20Potted%20Plant%20SwipeShop%20Studio%20plants",""
"XZtwaNwm08Gj9ePWXNGp","Classic Accent Chair","Amazon","storage","167.99","https://www.amazon.ca/s?k=Classic%20Accent%20Chair%20SwipeShop%20Studio%20seating",""
"XbhDnglPmGeoP21oziIu","Round Wall Mirror","Amazon","mirrors","59.99","https://www.amazon.ca/s?k=Round%20Wall%20Mirror%20SwipeShop%20Studio%20Mirrors",""
"XgpUDXkN57NeAb4WKd0g","Minimal Wall Poster","Amazon","wall-decor","48.99","https://www.amazon.ca/s?k=Minimal%20Wall%20Poster%20SwipeShop%20Studio%20wall_art",""
"XnMHSot1mGpUfLEABAOD","Neutral Vanity Mirror","Amazon","mirrors","83.99","https://www.amazon.ca/s?k=Neutral%20Vanity%20Mirror%20SwipeShop%20Studio%20mirrors",""
"Y45emFk8pvBLwQTABzDs","Classic Floor Lamp","Amazon","lighting","58.99","https://www.amazon.ca/s?k=Classic%20Floor%20Lamp%20SwipeShop%20Studio%20lighting",""
"Y9DkeoFM4dJwiKRY0gqR","Classic Coffee Table","Amazon","storage","138.99","https://www.amazon.ca/s?k=Classic%20Coffee%20Table%20SwipeShop%20Studio%20tables",""
"YFoskHPJTgdUzqAAPLOs","Bouclé Accent Chair","Amazon","storage","229.99","https://www.amazon.ca/s?k=Boucl%C3%A9%20Accent%20Chair%20SwipeShop%20Studio%20Seating",""
"YMwZr5XmQ3QjU3tYIWTM","Ceramic Planter Set (2-pack)","Amazon","plants","29.99","https://www.amazon.ca/s?k=Ceramic%20Planter%20Set%20(2-pack)%20SwipeShop%20Studio%20Plants",""
"YRMa2MrpePewrUwK3QYJ","Cozy Bench","Amazon","storage","170.99","https://www.amazon.ca/s?k=Cozy%20Bench%20SwipeShop%20Studio%20seating",""
"YaMxxCu3DU7nuwsb5CVB","Minimal Wool Rug","Amazon","storage","100.99","https://www.amazon.ca/s?k=Minimal%20Wool%20Rug%20SwipeShop%20Studio%20rugs",""
"YecowXL6FuNdGwIwHEDH","Modern Potted Plant","Amazon","plants","39.99","https://www.amazon.ca/s?k=Modern%20Potted%20Plant%20SwipeShop%20Studio%20plants",""
"YkhHPWxGxKgxvqTUhTry","Cozy Wool Rug","Amazon","storage","100.99","https://www.amazon.ca/s?k=Cozy%20Wool%20Rug%20SwipeShop%20Studio%20rugs",""
"YmRxIaSGCenthPq7Y0uB","Bold Indoor Plant","Amazon","plants","24.99","https://www.amazon.ca/s?k=Bold%20Indoor%20Plant%20SwipeShop%20Studio%20plants",""
"Yq6OK3954O2FlRzjRKdC","Minimal Pillow Set (2-pack)","Amazon","cozy-bedroom","29.99","https://www.amazon.ca/s?k=Minimal%20Pillow%20Set%20(2-pack)%20SwipeShop%20Studio%20Bedding",""
"YtVL29nE6xDf7KoineFM","Cozy Duvet Set","Amazon","cozy-bedroom","81.99","https://www.amazon.ca/s?k=Cozy%20Duvet%20Set%20SwipeShop%20Studio%20bedding",""
"YvE475fCziRiv9Whxc85","Modern Console Table","Amazon","storage","153.99","https://www.amazon.ca/s?k=Modern%20Console%20Table%20SwipeShop%20Studio%20tables",""
"YvletTVSb4y2V93At3zs","Linen Duvet Set","Amazon","cozy-bedroom","119.99","https://www.amazon.ca/s?k=Linen%20Duvet%20Set%20SwipeShop%20Studio%20Bedding",""
"YwqJSZC0iyA1sVKSngLP","Minimal Stool","Amazon","storage","170.99","https://www.amazon.ca/s?k=Minimal%20Stool%20SwipeShop%20Studio%20seating",""
"YzwTNCZfBNm9d1jH361I","Minimal Sheet Set","Amazon","cozy-bedroom","81.99","https://www.amazon.ca/s?k=Minimal%20Sheet%20Set%20SwipeShop%20Studio%20bedding",""
"Z1hQqKQppIb2GvZf0WtZ","Modern Kitchen Decor","Amazon","storage","40.99","https://www.amazon.ca/s?k=Modern%20Kitchen%20Decor%20SwipeShop%20Studio%20kitchen_decor",""
"Z5IoBoU02qqJ5PB4FKxj","Classic Area Rug","Amazon","storage","79.99","https://www.amazon.ca/s?k=Classic%20Area%20Rug%20SwipeShop%20Studio%20rugs",""
"Z5bYHi3h9vXtvdLmqJHA","Modern Pendant Light","Amazon","lighting","49.99","https://www.amazon.ca/s?k=Modern%20Pendant%20Light%20SwipeShop%20Studio%20lighting",""
"ZDHJpHAXW7JRObMDAKxl","Faux Olive Tree","Amazon","plants","79.99","https://www.amazon.ca/s?k=Faux%20Olive%20Tree%20SwipeShop%20Studio%20Plants",""
"ZDyjaR2ecEf4Hiww79bo","Classic Serving Tray","Amazon","storage","37.99","https://www.amazon.ca/s?k=Classic%20Serving%20Tray%20SwipeShop%20Studio%20kitchen_decor",""
"ZHQQu0drsLfdbG1wVvTx","Modern Side Table","Amazon","storage","150.99","https://www.amazon.ca/s?k=Modern%20Side%20Table%20SwipeShop%20Studio%20tables",""
"ZMTZ9rPmPnW9rjvkcwkS","Bold Side Table","Amazon","storage","156.99","https://www.amazon.ca/s?k=Bold%20Side%20Table%20SwipeShop%20Studio%20tables",""
"ZOm6BmGTgOKLxR6wlZoo","Soft Area Rug","Amazon","storage","100.99","https://www.amazon.ca/s?k=Soft%20Area%20Rug%20SwipeShop%20Studio%20rugs",""
"ZTItaQCUe7vea3t8HFu6","Bold Canvas Art","Amazon","wall-decor","48.99","https://www.amazon.ca/s?k=Bold%20Canvas%20Art%20SwipeShop%20Studio%20wall_art",""
"ZcXP7VzpDRzm16uExeGj","Soft Organizer","Amazon","storage","53.99","https://www.amazon.ca/s?k=Soft%20Organizer%20SwipeShop%20Studio%20storage",""
"ZgYmLLJ39JJ8Rv2Suuis","Cozy Round Mirror","Amazon","mirrors","71.99","https://www.amazon.ca/s?k=Cozy%20Round%20Mirror%20SwipeShop%20Studio%20mirrors",""
"ZxIeNU5te8aBHeMNmbfY","Neutral Area Rug","Amazon","storage","79.99","https://www.amazon.ca/s?k=Neutral%20Area%20Rug%20SwipeShop%20Studio%20Rugs",""
"amZQpAM0J3fwFKjVvT8J","Minimal Bar Stool","Amazon","storage","89.99","https://www.amazon.ca/s?k=Minimal%20Bar%20Stool%20SwipeShop%20Studio%20Seating",""
"amazon_B06ZYH411W","Command Display Floating Wall Shelves Set","Amazon.ca","wall-decor","25.02","https://www.amazon.ca/dp/B06ZYH411W","B06ZYH411W"
"amazon_B07X9JQQZ1","MADIZZ Velvet Throw Pillow Covers Set of 2","Amazon.ca","cozy-bedroom","24.99","https://www.amazon.ca/dp/B07X9JQQZ1","B07X9JQQZ1"
"amazon_B07Y5HTRVD","Dahey Gold Hanging Round Wall Mirror","Amazon.ca","mirrors","22.99","https://www.amazon.ca/dp/B07Y5HTRVD","B07Y5HTRVD"
"amazon_B0848JGM78","COCODOR Flower Reed Diffuser Set White Jasmine","Amazon.ca","shelf-styling","27.99","https://www.amazon.ca/dp/B0848JGM78","B0848JGM78"
"amazon_B08CMJNDRY","LONGWIN Hanging Gold Circle Mirror","Amazon.ca","mirrors","32.99","https://www.amazon.ca/dp/B08CMJNDRY","B08CMJNDRY"
"amazon_B09183JKQ5","Neutral Farmhouse Pillow Covers Set of 4","Amazon.ca","cozy-bedroom","16.99","https://www.amazon.ca/dp/B09183JKQ5","B09183JKQ5"
"amazon_B09J1FKQL4","Tyawon Glass Flameless LED Candles Pack of 3","Amazon.ca","cozy-bedroom","29.69","https://www.amazon.ca/dp/B09J1FKQL4","B09J1FKQL4"
"amazon_B09S8W8HK8","Hbnlai 3-Bulb Propagation Station","Amazon.ca","shelf-styling","19.99","https://www.amazon.ca/dp/B09S8W8HK8","B09S8W8HK8"
"amazon_B09TZKJ5BG","CEMABT Donut Ceramic Vase","Amazon.ca","shelf-styling","16.99","https://www.amazon.ca/dp/B09TZKJ5BG","B09TZKJ5BG"
"amazon_B0BQ3N3HS1","CEMABT Ceramic Body Face Vase","Amazon.ca","shelf-styling","18.99","https://www.amazon.ca/dp/B0BQ3N3HS1","B0BQ3N3HS1"
"amazon_B0BW14CKJ3","OrganiHaus Fabric Storage Bins 3-Pack","Amazon.ca","storage","34.99","https://www.amazon.ca/dp/B0BW14CKJ3","B0BW14CKJ3"
"amazon_B0BWXXJZ32","PowerKing 2-Tier Desk Shelf Organizer","Amazon.ca","desk-setup","29.99","https://www.amazon.ca/dp/B0BWXXJZ32","B0BWXXJZ32"
"amazon_B0BXCSW7YV","Quzenu Black and White Boho Wall Art Set","Amazon.ca","wall-decor","24.73","https://www.amazon.ca/dp/B0BXCSW7YV","B0BXCSW7YV"
"amazon_B0BZ8DZV6D","Der Rose 3-Piece Mini Faux Succulent Set","Amazon.ca","plants","19.99","https://www.amazon.ca/dp/B0BZ8DZV6D","B0BZ8DZV6D"
"amazon_B0BZTT3MKR","EDISHINE Tripod Table Lamp","Amazon.ca","lighting","36.99","https://www.amazon.ca/dp/B0BZTT3MKR","B0BZTT3MKR"
"amazon_B0C27CF35D","StorageWorks Fabric Storage Bins 2-Pack","Amazon.ca","storage","27.35","https://www.amazon.ca/dp/B0C27CF35D","B0C27CF35D"
"amazon_B0C5M5HHQT","Lewondr Corduroy Throw Pillow Covers Set of 4","Amazon.ca","cozy-bedroom","24.99","https://www.amazon.ca/dp/B0C5M5HHQT","B0C5M5HHQT"
"amazon_B0C9MJ749Q","LUSHARBOR Battery Powered Table Lamp with Timer","Amazon.ca","lighting","29.99","https://www.amazon.ca/dp/B0C9MJ749Q","B0C9MJ749Q"
"amazon_B0CB7F7G6L","PowerKing White Wood Desk Shelf Organizer","Amazon.ca","desk-setup","25.99","https://www.amazon.ca/dp/B0CB7F7G6L","B0CB7F7G6L"
"amazon_B0CDLP9SQ3","CEREMONY Wooden Incense Holder with Glass Ash Catcher","Amazon.ca","shelf-styling","23.99","https://www.amazon.ca/dp/B0CDLP9SQ3","B0CDLP9SQ3"
"amazon_B0CSXLCL45","Home & Honor Mountain Canvas Wall Art Set","Amazon.ca","wall-decor","29.84","https://www.amazon.ca/dp/B0CSXLCL45","B0CSXLCL45"
"amazon_B0CXXD2TFZ","Der Rose 2-Piece Faux Hanging Plant Set","Amazon.ca","plants","26.99","https://www.amazon.ca/dp/B0CXXD2TFZ","B0CXXD2TFZ"
"amazon_B0D47BFZ2G","Bwodke Framed Neutral Abstract Wall Art Set","Amazon.ca","wall-decor","19.99","https://www.amazon.ca/dp/B0D47BFZ2G","B0D47BFZ2G"
"amazon_B0D5HWK1XD","HERCHR Bedside Table Lamp","Amazon.ca","lighting","22.39","https://www.amazon.ca/dp/B0D5HWK1XD","B0D5HWK1XD"
